device_id,power_date,power_time,powered_on
914,2023-01-22,13:51:16,0
623,2023-01-08,22:03:34,1
84,2023-02-13,03:31:24,1
788,2023-02-02,21:31:36,0
923,2023-03-10,11:07:50,0
395,2023-02-13,10:17:01,1
372,2023-01-15,06:58:47,0
233,2023-02-10,18:44:53,0
898,2023-02-12,18:16:26,0
341,2023-03-27,05:05:00,1
480,2023-01-07,14:13:15,1
392,2023-02-07,18:49:05,0
248,2023-03-13,01:46:06,0
500,2023-02-27,00:03:05,0
612,2023-01-11,21:53:37,0
706,2023-03-30,00:35:46,0
202,2023-03-08,10:52:00,1
559,2023-01-03,19:04:27,1
831,2023-01-08,11:22:30,1
188,2023-03-12,05:12:47,1
304,2023-01-24,11:48:03,1
114,2023-02-15,17:19:34,1
491,2023-04-01,22:32:07,0
604,2023-03-22,23:35:14,1
94,2023-03-06,18:27:49,0
740,2023-02-05,00:25:17,0
782,2023-01-17,20:18:21,1
755,2023-02-24,13:54:55,1
642,2023-02-05,22:09:42,0
911,2023-02-20,09:33:19,1
905,2023-01-25,19:15:01,1
91,2023-03-31,05:25:37,1
565,2023-02-26,15:53:26,0
880,2023-02-09,05:00:45,0
432,2023-02-01,02:36:10,0
448,2023-01-26,04:16:46,1
458,2023-02-05,06:26:12,0
945,2023-03-20,08:08:54,1
452,2023-02-07,21:26:48,1
923,2023-02-13,23:31:11,1
74,2023-03-03,23:43:06,0
60,2023-03-14,07:35:38,0
121,2023-02-27,16:53:13,1
3,2023-01-03,20:41:48,1
651,2023-02-21,05:11:03,1
862,2023-01-06,04:28:09,0
56,2023-02-15,21:12:22,0
431,2023-03-10,16:31:20,1
95,2023-01-29,09:14:26,0
711,2023-03-18,07:48:43,1
236,2023-02-17,16:17:35,0
733,2023-02-12,13:18:09,0
461,2023-02-20,16:13:20,0
708,2023-01-01,09:58:17,0
417,2023-03-11,02:36:46,0
22,2023-01-13,19:55:46,0
467,2023-03-14,00:24:18,0
946,2023-03-25,07:19:18,1
242,2023-03-06,19:55:28,0
451,2023-03-16,03:40:14,1
157,2023-03-15,23:44:58,0
886,2023-03-05,23:18:48,0
159,2023-03-02,03:32:50,0
718,2023-02-03,10:57:04,0
689,2023-02-02,07:43:32,1
731,2023-04-01,11:31:46,1
844,2023-01-28,06:05:57,1
490,2023-03-27,23:40:32,1
990,2023-02-25,01:14:36,0
618,2023-01-09,16:17:04,1
646,2023-02-04,09:44:10,1
604,2023-02-01,00:29:14,1
100,2023-01-10,02:08:58,0
343,2023-01-12,00:55:19,0
654,2023-01-19,11:04:56,0
559,2023-03-04,05:54:26,1
834,2023-02-03,01:19:43,1
967,2023-03-27,14:55:54,1
386,2023-01-11,14:15:01,1
539,2023-02-26,16:32:45,0
218,2023-01-11,00:33:01,0
553,2023-01-15,06:02:58,1
687,2023-02-10,02:52:09,0
996,2023-02-20,05:40:27,1
321,2023-03-27,06:19:13,1
455,2023-01-12,15:10:55,0
132,2023-03-16,07:35:37,0
170,2023-03-22,03:48:01,1
29,2023-03-28,02:59:22,0
719,2023-03-01,21:36:39,1
406,2023-01-26,18:58:53,0
269,2023-03-17,09:21:21,0
671,2023-03-21,15:00:10,0
467,2023-03-23,13:00:56,0
592,2023-03-21,21:42:56,0
394,2023-03-05,02:13:30,0
483,2023-03-13,07:53:47,0
315,2023-01-05,06:36:12,1
53,2023-02-15,23:45:38,0
513,2023-01-18,11:41:08,1
953,2023-02-03,01:50:57,0
207,2023-03-12,03:10:07,0
720,2023-01-27,10:45:23,1
687,2023-01-06,02:39:57,0
249,2023-02-03,08:16:31,0
242,2023-02-03,03:15:23,0
987,2023-01-04,19:51:41,0
493,2023-02-10,20:42:50,0
407,2023-01-09,01:29:51,1
437,2023-01-31,14:59:35,1
875,2023-03-22,18:45:50,0
601,2023-02-16,21:23:37,0
856,2023-01-29,16:03:18,1
56,2023-02-24,12:16:40,0
692,2023-01-24,16:36:07,1
229,2023-03-03,20:31:29,1
189,2023-02-17,01:54:24,1
194,2023-02-13,01:46:04,1
117,2023-03-25,00:54:49,0
156,2023-02-06,19:26:40,1
421,2023-03-24,17:42:01,0
601,2023-01-12,17:46:05,0
69,2023-01-29,01:07:30,0
259,2023-01-07,15:29:45,0
729,2023-03-30,13:59:25,1
252,2023-01-10,04:54:03,1
596,2023-01-18,10:11:57,1
316,2023-02-13,10:15:18,0
956,2023-02-09,06:35:42,0
223,2023-03-12,02:11:51,0
674,2023-03-04,19:34:10,0
856,2023-01-03,03:21:38,1
343,2023-02-07,00:08:50,0
153,2023-01-02,09:19:07,0
473,2023-01-16,08:47:09,0
875,2023-03-19,18:19:08,1
57,2023-01-09,02:39:22,1
801,2023-03-24,05:00:51,1
166,2023-01-23,06:08:05,0
373,2023-03-30,16:29:24,1
64,2023-01-20,13:27:47,0
408,2023-01-22,23:40:15,1
400,2023-02-11,02:36:31,1
486,2023-03-20,16:46:34,0
756,2023-02-18,18:53:00,0
998,2023-01-11,23:23:08,1
564,2023-01-01,13:09:30,0
997,2023-02-07,18:25:11,1
824,2023-02-16,02:02:44,0
565,2023-03-22,20:02:23,0
648,2023-01-15,09:06:04,1
199,2023-02-17,19:00:38,0
755,2023-02-12,11:04:07,1
336,2023-01-18,16:59:30,1
197,2023-02-21,09:35:51,1
557,2023-01-21,08:44:19,0
477,2023-02-12,08:51:15,0
766,2023-02-14,02:37:08,1
802,2023-03-12,20:24:29,1
737,2023-01-02,08:30:53,1
198,2023-01-15,17:13:51,0
421,2023-02-19,14:13:58,0
61,2023-03-24,16:47:38,0
475,2023-03-12,18:32:45,1
583,2023-01-12,01:58:55,1
296,2023-01-30,20:30:19,1
634,2023-01-15,05:42:24,0
790,2023-01-18,14:23:09,1
621,2023-01-25,00:49:19,0
39,2023-02-14,20:59:34,1
790,2023-01-13,03:11:03,1
933,2023-03-06,16:07:19,0
273,2023-03-28,06:14:36,0
510,2023-03-17,10:02:35,0
350,2023-01-06,20:20:21,0
977,2023-02-13,17:08:17,0
577,2023-01-23,20:39:02,0
397,2023-03-07,15:23:11,1
23,2023-03-14,07:27:17,1
929,2023-02-08,12:20:01,0
986,2023-01-17,18:49:29,0
64,2023-01-20,08:12:07,0
152,2023-01-14,10:01:46,1
81,2023-01-16,05:17:22,0
320,2023-01-23,05:36:07,0
986,2023-01-29,10:40:47,1
130,2023-02-10,00:08:08,1
352,2023-01-23,13:30:48,1
875,2023-03-31,14:19:57,0
999,2023-03-14,07:23:19,1
802,2023-01-01,03:31:43,0
664,2023-02-06,13:28:59,1
522,2023-02-06,03:44:12,1
709,2023-02-10,05:49:31,0
982,2023-02-28,06:01:10,1
631,2023-03-18,20:14:48,0
611,2023-02-17,22:39:01,0
425,2023-01-07,02:16:05,1
531,2023-03-07,21:42:44,1
96,2023-02-10,02:00:12,1
749,2023-03-29,18:18:54,0
132,2023-01-10,10:49:17,1
158,2023-02-26,07:16:59,0
798,2023-02-23,22:09:34,0
193,2023-02-17,12:05:27,0
130,2023-02-23,15:50:20,1
788,2023-03-03,23:49:33,1
879,2023-01-07,12:04:18,0
669,2023-01-26,18:55:37,0
456,2023-03-14,21:46:24,1
1,2023-02-01,17:22:32,0
792,2023-01-02,21:34:35,0
338,2023-03-19,06:08:52,1
252,2023-01-12,07:28:03,1
70,2023-03-08,22:03:59,0
191,2023-02-13,04:42:15,1
15,2023-01-17,18:29:42,0
280,2023-02-10,02:26:30,1
222,2023-03-27,10:43:32,0
658,2023-03-13,07:07:24,1
310,2023-03-19,01:17:53,1
879,2023-01-21,23:43:52,0
928,2023-03-01,06:32:51,1
788,2023-01-05,11:59:04,0
98,2023-02-04,23:50:30,1
718,2023-03-17,14:12:17,1
818,2023-03-25,06:15:13,1
224,2023-01-03,21:36:34,1
232,2023-02-22,09:45:19,0
881,2023-01-25,19:51:45,1
119,2023-03-01,00:32:00,0
751,2023-02-26,16:25:21,0
956,2023-02-15,00:55:28,1
106,2023-01-20,15:52:39,0
232,2023-02-19,23:22:59,0
562,2023-03-05,14:51:36,0
966,2023-02-09,21:57:21,0
170,2023-03-04,18:24:41,0
474,2023-03-17,08:41:01,1
163,2023-01-17,16:46:22,0
296,2023-01-09,00:04:52,0
28,2023-03-11,15:39:16,1
160,2023-03-19,03:33:59,1
475,2023-01-09,11:26:19,0
633,2023-01-25,02:59:02,0
283,2023-01-09,10:45:15,1
34,2023-02-10,23:51:29,0
720,2023-02-04,07:01:50,1
164,2023-02-11,16:54:19,1
584,2023-02-06,05:07:57,1
215,2023-01-06,14:46:40,1
59,2023-01-01,18:33:15,0
849,2023-03-09,06:36:20,1
328,2023-02-20,08:06:16,0
184,2023-01-17,05:31:10,0
605,2023-02-03,22:27:28,1
712,2023-01-19,13:29:43,1
718,2023-02-28,06:54:47,0
706,2023-03-30,11:44:07,0
843,2023-01-24,17:37:35,1
165,2023-01-17,10:25:29,0
556,2023-02-11,11:31:55,1
941,2023-03-06,23:06:10,1
333,2023-02-14,17:05:18,0
762,2023-03-30,05:39:03,1
677,2023-03-29,18:34:55,1
483,2023-02-18,14:33:00,1
712,2023-03-22,16:22:09,1
880,2023-03-13,05:45:18,0
863,2023-02-04,13:31:44,1
269,2023-02-05,20:34:55,1
872,2023-01-21,06:07:50,0
922,2023-02-28,20:51:04,0
792,2023-02-25,03:06:17,1
325,2023-01-09,04:47:17,0
877,2023-02-05,17:38:19,1
280,2023-03-14,20:24:43,1
799,2023-01-01,02:16:38,0
78,2023-02-14,21:11:30,1
116,2023-01-23,08:33:49,1
215,2023-02-06,14:47:12,1
169,2023-02-16,09:00:25,1
49,2023-03-23,03:52:34,1
572,2023-01-25,13:40:54,1
997,2023-03-22,16:41:20,1
482,2023-01-11,01:22:00,0
228,2023-02-15,20:49:46,1
541,2023-03-11,17:28:01,1
642,2023-02-12,07:10:25,1
499,2023-03-31,16:51:19,1
284,2023-02-01,16:36:42,0
947,2023-01-05,14:14:36,1
261,2023-02-03,15:26:09,0
810,2023-03-07,18:37:54,0
450,2023-01-26,09:53:15,1
432,2023-02-26,12:21:09,0
511,2023-02-10,23:22:26,0
105,2023-01-16,10:35:33,1
181,2023-03-11,21:18:01,0
780,2023-02-17,05:02:39,1
854,2023-02-18,11:05:20,0
112,2023-02-24,22:40:08,0
125,2023-01-06,11:18:45,1
415,2023-02-14,14:43:47,1
361,2023-03-13,12:47:45,1
217,2023-03-27,20:19:14,0
435,2023-03-03,22:41:30,1
52,2023-03-06,19:04:02,1
310,2023-01-05,16:54:48,1
474,2023-03-10,20:27:33,1
775,2023-03-19,09:23:39,1
600,2023-02-12,23:08:41,1
373,2023-01-08,04:57:33,0
164,2023-01-31,05:24:07,1
214,2023-03-01,05:19:50,1
18,2023-04-01,14:54:24,1
708,2023-01-30,19:53:12,0
368,2023-02-04,07:02:32,0
70,2023-02-17,04:37:02,1
472,2023-01-02,14:52:41,1
40,2023-03-05,03:13:45,0
849,2023-02-13,03:14:52,1
529,2023-03-09,08:50:31,1
934,2023-02-08,19:12:26,1
697,2023-03-05,03:46:44,1
758,2023-03-29,23:34:42,1
982,2023-02-13,07:23:08,1
318,2023-03-28,13:09:39,1
132,2023-02-25,18:23:00,1
162,2023-03-08,20:42:19,0
806,2023-02-20,12:39:02,0
503,2023-03-02,17:03:03,1
15,2023-03-14,03:13:33,0
598,2023-01-10,06:02:52,0
769,2023-01-09,00:08:20,0
150,2023-02-08,14:24:12,1
128,2023-04-01,06:09:43,0
183,2023-02-02,10:01:23,1
300,2023-01-09,22:43:11,1
381,2023-03-23,05:54:37,0
976,2023-03-15,04:41:14,1
208,2023-01-12,00:02:36,0
878,2023-03-17,05:15:55,0
129,2023-02-20,14:11:51,0
353,2023-02-06,01:02:03,0
391,2023-03-11,18:57:04,0
174,2023-02-11,11:14:42,0
505,2023-01-20,17:56:49,0
937,2023-01-19,04:15:25,1
661,2023-01-26,22:02:11,0
701,2023-02-15,06:16:17,1
217,2023-02-04,17:06:28,0
710,2023-02-03,06:00:12,1
925,2023-03-06,00:06:18,1
51,2023-02-25,17:53:43,0
513,2023-03-27,16:49:31,0
118,2023-03-21,09:06:35,1
340,2023-02-23,11:09:34,1
607,2023-01-31,05:06:58,1
39,2023-01-18,04:28:24,0
860,2023-02-15,13:44:12,1
724,2023-01-15,13:48:15,1
175,2023-01-17,10:49:53,1
625,2023-01-02,13:40:43,1
706,2023-02-11,14:20:57,0
393,2023-01-28,13:16:29,1
488,2023-01-08,12:06:02,1
542,2023-01-14,15:01:54,0
367,2023-01-11,22:27:58,1
290,2023-02-19,18:11:28,0
300,2023-01-31,07:14:52,1
883,2023-01-30,07:23:53,1
119,2023-01-01,04:28:46,1
983,2023-01-14,03:23:24,1
423,2023-01-21,15:35:10,0
577,2023-01-04,14:23:40,0
538,2023-03-21,15:06:34,1
206,2023-03-16,14:09:54,1
243,2023-03-21,07:17:40,0
45,2023-01-30,19:27:23,1
779,2023-01-14,16:49:38,0
512,2023-03-02,16:42:17,1
112,2023-01-07,13:53:26,0
815,2023-02-10,19:26:29,1
135,2023-03-02,19:53:59,1
315,2023-03-31,20:01:29,1
131,2023-01-31,07:01:28,0
539,2023-02-26,07:28:38,0
295,2023-03-13,16:06:03,1
777,2023-01-03,15:38:07,1
742,2023-01-04,11:40:07,1
20,2023-01-04,07:34:26,1
370,2023-02-13,09:25:16,0
583,2023-02-05,13:59:44,1
573,2023-01-13,00:24:34,1
294,2023-01-12,19:13:33,0
130,2023-01-21,02:11:11,1
537,2023-02-19,19:36:55,0
605,2023-03-09,14:13:07,1
763,2023-02-06,08:26:10,1
566,2023-02-17,11:57:54,0
505,2023-02-23,10:07:31,0
589,2023-04-01,09:03:20,1
636,2023-01-28,01:35:44,0
714,2023-02-28,06:59:38,1
192,2023-03-31,16:19:10,0
36,2023-01-26,08:36:11,0
189,2023-01-04,20:31:46,1
81,2023-03-13,09:36:59,1
15,2023-02-06,17:23:47,0
144,2023-03-31,11:55:22,0
549,2023-01-14,01:40:37,0
965,2023-01-17,18:22:18,1
440,2023-03-23,13:15:07,1
944,2023-01-29,01:33:35,1
471,2023-02-04,13:19:29,0
717,2023-03-16,02:28:35,0
593,2023-02-03,13:11:54,1
443,2023-02-16,07:22:56,0
298,2023-01-02,16:14:58,1
588,2023-01-04,17:37:59,1
928,2023-01-15,21:34:08,1
69,2023-01-05,22:24:18,1
202,2023-02-13,04:08:25,0
276,2023-02-09,09:23:24,0
838,2023-02-02,23:05:34,1
494,2023-01-31,07:14:31,1
595,2023-01-09,11:10:42,1
501,2023-02-09,21:11:24,0
89,2023-02-27,20:22:21,1
180,2023-01-17,08:14:29,0
572,2023-01-07,20:16:18,0
647,2023-02-10,05:54:50,1
304,2023-01-31,07:39:29,0
403,2023-01-10,08:01:34,1
249,2023-03-03,08:29:55,1
367,2023-03-29,10:21:25,0
653,2023-01-09,01:40:34,0
731,2023-03-18,03:54:43,1
95,2023-03-04,14:15:11,0
742,2023-02-23,04:37:15,0
344,2023-01-18,06:35:20,0
206,2023-01-23,17:20:26,0
