device_id,login_date,login_time,attempt_number,successful,login_method
937,2023-03-26,22:49:57,2,0,Password
641,2023-02-21,07:19:13,1,1,Password
630,2023-03-19,23:15:23,2,0,PIN
949,2023-03-01,04:27:15,2,0,Password
256,2023-02-17,06:47:09,4,0,Facial Recognition
530,2023-03-08,01:16:47,2,1,Facial Recognition
664,2023-01-22,22:16:01,4,0,PIN
263,2023-02-20,00:18:38,1,1,Facial Recognition
248,2023-03-25,01:36:18,2,0,Fingerprint
538,2023-02-08,02:46:28,4,1,PIN
346,2023-02-17,20:37:35,4,0,Password
656,2023-02-14,02:21:28,2,0,Password
528,2023-01-03,16:51:32,3,0,Password
137,2023-03-14,21:28:41,4,0,PIN
145,2023-03-01,03:49:51,1,0,Fingerprint
892,2023-01-16,06:39:09,2,1,Fingerprint
555,2023-02-23,17:56:24,3,0,Password
659,2023-01-14,08:34:39,4,1,Facial Recognition
836,2023-03-21,23:54:21,3,1,PIN
635,2023-02-17,09:36:20,4,0,Password
987,2023-01-19,21:20:02,4,0,Fingerprint
62,2023-03-13,14:03:13,3,1,Facial Recognition
385,2023-02-21,23:53:18,2,1,Fingerprint
543,2023-02-14,17:55:43,3,0,PIN
936,2023-02-02,10:48:13,3,1,PIN
598,2023-01-17,02:32:36,4,1,Facial Recognition
363,2023-03-22,11:11:45,4,1,Password
820,2023-02-07,06:04:46,1,1,Password
134,2023-03-12,14:26:04,4,1,Fingerprint
61,2023-02-09,15:39:19,3,0,Password
411,2023-02-12,21:21:25,2,1,PIN
978,2023-02-06,01:49:48,1,1,Facial Recognition
140,2023-03-31,04:50:41,1,0,Password
904,2023-03-25,11:02:46,2,1,Facial Recognition
886,2023-01-07,23:20:30,2,1,Password
315,2023-02-09,10:06:33,2,0,Facial Recognition
136,2023-01-04,10:52:41,3,1,Fingerprint
630,2023-01-26,20:43:26,4,1,Facial Recognition
607,2023-03-12,14:23:39,1,1,Fingerprint
31,2023-02-26,06:07:33,2,0,PIN
845,2023-03-29,17:22:19,3,0,Facial Recognition
947,2023-01-19,02:44:45,2,1,Facial Recognition
916,2023-01-30,06:09:35,1,0,Facial Recognition
128,2023-02-09,23:52:03,2,0,Facial Recognition
231,2023-03-01,20:12:27,2,0,Fingerprint
985,2023-03-25,10:15:34,2,0,Facial Recognition
109,2023-02-24,11:08:19,4,0,Password
346,2023-02-23,15:57:49,4,1,Password
576,2023-01-10,12:21:13,4,0,Fingerprint
889,2023-02-07,01:53:11,2,1,Facial Recognition
37,2023-03-22,16:17:26,2,1,Password
519,2023-03-15,13:56:45,3,0,Facial Recognition
238,2023-01-08,17:28:14,3,0,PIN
450,2023-01-09,08:13:33,1,1,Facial Recognition
5,2023-01-09,22:28:28,1,1,Password
885,2023-03-27,07:41:56,3,1,PIN
252,2023-03-21,14:16:54,3,0,Fingerprint
949,2023-01-16,04:43:26,2,1,Fingerprint
890,2023-01-13,06:24:21,4,1,Fingerprint
257,2023-02-10,20:41:25,3,0,PIN
382,2023-03-09,13:52:51,2,0,Password
114,2023-02-24,03:38:39,4,1,PIN
260,2023-04-01,12:39:25,1,1,Password
194,2023-03-16,14:54:35,3,1,PIN
487,2023-02-19,02:28:43,1,0,Facial Recognition
878,2023-01-29,22:34:10,2,1,Fingerprint
248,2023-03-23,19:44:15,4,1,Fingerprint
432,2023-03-31,08:35:12,3,1,PIN
547,2023-03-03,04:37:52,3,1,Fingerprint
276,2023-03-08,05:01:03,1,0,PIN
909,2023-01-18,22:02:50,1,1,Facial Recognition
884,2023-02-08,16:17:52,2,0,Facial Recognition
984,2023-02-17,13:03:54,2,0,PIN
541,2023-02-05,22:31:40,2,0,Facial Recognition
120,2023-02-28,01:02:56,3,0,PIN
488,2023-01-27,11:19:10,3,0,Fingerprint
644,2023-03-20,19:37:28,2,0,Fingerprint
326,2023-01-17,21:38:37,1,0,Password
486,2023-02-25,14:44:36,2,0,PIN
978,2023-02-16,12:08:08,3,0,Password
759,2023-03-13,20:04:09,4,0,Password
704,2023-01-29,14:56:28,2,0,Facial Recognition
278,2023-03-28,21:50:16,3,1,Password
728,2023-02-14,19:37:06,1,0,Password
2,2023-02-11,22:33:09,2,0,Fingerprint
60,2023-03-12,21:38:55,1,0,Fingerprint
896,2023-03-26,16:02:31,4,0,PIN
328,2023-01-14,08:21:42,4,1,Fingerprint
555,2023-01-03,08:27:25,3,0,Password
776,2023-01-03,21:53:33,2,1,Facial Recognition
613,2023-03-26,06:39:20,4,1,Fingerprint
647,2023-03-10,11:45:15,1,1,Password
144,2023-01-07,01:16:57,3,0,PIN
674,2023-03-09,15:36:55,1,0,Password
485,2023-02-26,17:07:00,4,0,Facial Recognition
158,2023-03-02,17:30:29,1,1,Fingerprint
505,2023-03-04,16:16:31,3,1,PIN
177,2023-02-26,23:59:00,3,0,Password
528,2023-03-24,01:22:55,3,1,Fingerprint
291,2023-03-10,02:10:58,3,1,Fingerprint
450,2023-02-08,20:19:06,1,1,Facial Recognition
272,2023-01-20,16:37:33,4,1,Facial Recognition
2,2023-03-31,05:39:15,4,0,Password
458,2023-01-13,05:47:06,4,0,Fingerprint
780,2023-02-14,21:18:04,4,0,Password
903,2023-03-04,04:56:15,1,0,Facial Recognition
164,2023-03-30,03:53:48,4,0,PIN
74,2023-02-02,02:35:08,4,0,Facial Recognition
317,2023-03-12,13:23:00,1,0,PIN
41,2023-03-13,11:40:11,1,0,Password
525,2023-01-20,03:25:34,2,1,Password
736,2023-03-10,16:31:43,1,0,Password
465,2023-01-05,10:23:30,2,0,Password
77,2023-02-08,16:17:10,1,1,PIN
884,2023-01-20,22:18:30,1,1,Password
982,2023-01-09,05:49:13,3,0,Fingerprint
254,2023-02-23,03:31:01,1,1,Facial Recognition
293,2023-02-08,03:30:27,2,0,Facial Recognition
748,2023-03-14,03:53:29,3,0,Fingerprint
272,2023-01-15,15:01:43,1,0,PIN
615,2023-02-10,08:28:58,3,1,Facial Recognition
400,2023-01-04,10:34:58,1,0,Fingerprint
356,2023-03-07,22:16:40,4,0,PIN
172,2023-03-06,15:07:40,1,1,PIN
995,2023-02-15,19:21:59,1,1,Facial Recognition
634,2023-01-20,16:51:57,3,1,Password
93,2023-03-12,23:24:29,1,0,Facial Recognition
51,2023-02-01,11:02:57,2,1,Fingerprint
505,2023-01-25,10:08:25,2,0,Password
311,2023-01-25,13:23:01,1,0,Fingerprint
868,2023-02-08,01:50:37,4,0,Password
925,2023-02-19,02:00:23,3,1,PIN
79,2023-03-04,12:28:40,4,1,Facial Recognition
588,2023-03-10,12:29:36,3,0,Password
50,2023-03-01,08:54:14,3,1,Password
271,2023-03-24,22:09:32,2,1,PIN
482,2023-02-10,00:06:04,4,1,Fingerprint
384,2023-03-08,14:28:23,4,0,Facial Recognition
903,2023-01-14,23:50:40,1,1,PIN
573,2023-01-12,14:27:11,1,0,Facial Recognition
681,2023-03-28,20:36:25,3,0,Fingerprint
371,2023-03-10,02:47:41,2,0,Password
575,2023-01-09,21:20:17,2,1,Fingerprint
85,2023-01-12,07:22:09,4,1,Facial Recognition
485,2023-03-22,18:01:46,1,0,Facial Recognition
502,2023-02-06,22:14:44,1,0,PIN
571,2023-03-24,13:37:45,2,1,Facial Recognition
357,2023-02-02,22:26:39,4,0,Facial Recognition
27,2023-01-24,00:45:36,2,1,Facial Recognition
980,2023-02-09,16:21:09,3,1,Password
573,2023-03-05,11:05:18,2,1,Password
615,2023-02-04,17:46:25,1,1,PIN
150,2023-01-30,01:44:44,4,0,Password
117,2023-01-01,07:29:05,2,1,PIN
887,2023-02-20,03:40:04,2,0,Facial Recognition
850,2023-02-05,05:54:31,4,1,Facial Recognition
657,2023-02-26,01:09:29,3,0,PIN
943,2023-01-11,02:36:48,4,0,Fingerprint
507,2023-02-14,10:56:44,4,1,Fingerprint
940,2023-01-28,01:17:22,4,0,Facial Recognition
538,2023-02-14,13:28:41,3,1,Facial Recognition
181,2023-01-28,10:55:30,2,0,Fingerprint
878,2023-01-27,03:41:03,2,0,Password
821,2023-01-19,19:47:31,4,0,Fingerprint
802,2023-01-11,09:30:03,2,1,Fingerprint
131,2023-02-23,07:57:38,1,1,Password
701,2023-01-21,17:21:19,4,1,Password
903,2023-02-12,02:47:57,3,0,Password
509,2023-03-23,07:37:14,3,0,Fingerprint
971,2023-01-01,02:12:02,2,0,PIN
291,2023-03-24,02:29:02,4,0,Facial Recognition
75,2023-01-18,02:25:48,1,0,PIN
574,2023-03-10,15:10:23,4,0,Fingerprint
787,2023-03-25,20:18:47,3,0,PIN
473,2023-02-14,10:57:55,2,1,PIN
685,2023-01-02,01:00:58,2,1,Password
129,2023-03-04,08:55:30,3,0,Facial Recognition
545,2023-01-13,20:15:47,4,1,Password
473,2023-01-03,12:24:59,1,0,Facial Recognition
968,2023-02-18,12:16:30,1,1,PIN
94,2023-01-23,03:05:36,3,0,PIN
472,2023-01-08,15:45:59,4,1,Password
846,2023-03-28,17:12:35,1,1,PIN
350,2023-02-24,17:22:00,4,1,Facial Recognition
818,2023-01-08,21:30:38,4,0,Fingerprint
265,2023-03-31,06:10:46,4,1,Fingerprint
7,2023-03-27,09:59:32,1,0,Password
794,2023-02-10,04:27:38,3,0,Password
646,2023-03-31,02:31:50,1,0,PIN
773,2023-01-18,16:30:47,4,1,PIN
691,2023-02-24,17:20:48,2,0,Facial Recognition
991,2023-03-12,11:25:47,2,1,Password
577,2023-03-24,23:57:59,3,0,Facial Recognition
582,2023-01-10,13:24:37,2,0,Facial Recognition
957,2023-01-07,00:21:43,3,1,Password
426,2023-02-17,05:02:37,4,1,Facial Recognition
644,2023-01-19,16:31:06,3,0,Facial Recognition
152,2023-03-01,06:09:35,4,0,Fingerprint
434,2023-01-25,07:33:25,1,1,Facial Recognition
408,2023-03-13,09:48:04,3,0,Fingerprint
279,2023-01-24,10:29:10,3,0,Password
191,2023-03-26,15:06:42,3,0,Password
897,2023-02-22,14:29:10,1,0,Fingerprint
899,2023-02-27,08:22:56,1,1,PIN
679,2023-01-25,13:10:47,2,0,PIN
418,2023-02-28,09:22:11,4,1,Fingerprint
621,2023-01-02,09:19:03,4,0,Fingerprint
718,2023-03-07,21:57:14,4,0,PIN
959,2023-03-30,14:08:11,3,0,Facial Recognition
281,2023-02-05,09:20:36,1,0,Facial Recognition
150,2023-01-15,07:48:31,2,0,Facial Recognition
232,2023-02-26,13:45:12,4,1,Facial Recognition
177,2023-01-23,06:14:28,4,0,Facial Recognition
294,2023-03-26,16:11:43,2,0,PIN
718,2023-02-18,19:32:25,3,0,Facial Recognition
646,2023-03-17,23:57:11,3,1,PIN
538,2023-01-14,03:11:56,2,0,Facial Recognition
36,2023-01-24,05:48:43,2,0,Password
199,2023-03-10,17:19:27,1,1,Facial Recognition
334,2023-01-19,10:18:53,4,0,Password
504,2023-02-21,19:07:19,1,0,PIN
291,2023-03-20,18:47:04,3,0,Fingerprint
786,2023-01-01,09:32:03,4,1,Facial Recognition
165,2023-02-11,10:58:32,2,1,PIN
341,2023-03-12,15:40:53,4,0,Fingerprint
84,2023-01-13,01:57:07,1,0,PIN
602,2023-02-28,10:43:48,1,1,Fingerprint
29,2023-02-26,08:31:06,2,1,Fingerprint
706,2023-02-13,10:16:55,3,1,Password
677,2023-01-21,04:53:41,3,1,Password
756,2023-01-29,21:01:31,1,1,PIN
318,2023-01-16,11:15:20,2,0,PIN
19,2023-01-13,20:07:50,4,1,Facial Recognition
269,2023-02-21,12:58:33,4,0,Password
691,2023-03-03,21:32:13,2,0,Fingerprint
371,2023-01-04,14:48:53,3,1,Password
258,2023-02-12,16:33:12,1,0,PIN
773,2023-01-31,16:50:49,3,1,Facial Recognition
585,2023-02-10,15:31:44,1,0,Fingerprint
992,2023-02-11,20:44:32,3,0,PIN
517,2023-02-07,03:38:26,4,1,Facial Recognition
9,2023-01-27,16:52:21,3,1,Facial Recognition
302,2023-01-10,16:53:01,3,1,Facial Recognition
586,2023-01-09,01:51:11,2,1,PIN
338,2023-01-17,07:54:31,3,1,Fingerprint
801,2023-03-31,11:09:12,4,1,Facial Recognition
463,2023-03-08,19:45:15,2,1,Facial Recognition
414,2023-01-24,07:23:56,2,0,PIN
73,2023-03-16,23:12:32,1,0,Password
93,2023-01-24,21:08:58,4,0,Fingerprint
296,2023-03-19,23:17:46,4,1,Password
510,2023-01-17,08:02:53,4,1,PIN
280,2023-02-02,16:22:56,4,0,PIN
699,2023-03-25,05:50:38,2,1,Facial Recognition
98,2023-02-12,23:31:13,4,0,Fingerprint
824,2023-03-14,06:49:35,4,0,Password
341,2023-01-04,11:54:55,4,1,Fingerprint
124,2023-03-24,10:22:46,3,0,Password
347,2023-01-13,11:54:10,2,0,Facial Recognition
323,2023-03-07,14:40:20,1,1,Fingerprint
81,2023-03-18,04:57:42,3,0,Password
143,2023-02-01,04:33:21,2,1,PIN
99,2023-01-30,19:17:29,4,1,Facial Recognition
647,2023-01-01,00:40:26,2,1,Fingerprint
376,2023-03-28,23:22:07,2,0,Password
238,2023-03-04,19:58:44,2,0,PIN
413,2023-03-18,09:11:18,1,0,Fingerprint
757,2023-01-11,08:48:32,3,1,Fingerprint
399,2023-01-28,10:02:51,4,1,Fingerprint
165,2023-03-01,19:34:41,4,0,Facial Recognition
305,2023-01-30,20:58:23,1,0,Facial Recognition
532,2023-02-15,13:59:41,1,0,Facial Recognition
515,2023-02-13,17:29:59,1,1,Fingerprint
312,2023-02-24,06:57:57,2,0,Password
143,2023-01-30,19:14:37,1,1,PIN
409,2023-03-05,12:43:32,4,0,PIN
664,2023-02-11,03:53:07,4,0,Password
997,2023-01-19,23:20:37,3,1,PIN
463,2023-01-11,14:04:01,3,0,Facial Recognition
730,2023-03-13,10:00:30,3,0,Fingerprint
267,2023-03-06,04:42:08,3,1,Password
314,2023-03-03,03:00:21,1,0,PIN
474,2023-03-24,01:44:26,4,0,Fingerprint
969,2023-02-13,05:18:07,2,0,PIN
535,2023-01-25,22:23:46,3,1,Password
549,2023-03-08,19:57:09,4,1,PIN
335,2023-03-04,06:16:02,4,0,Fingerprint
711,2023-03-25,10:39:17,1,1,Password
384,2023-03-15,04:20:34,2,0,Facial Recognition
243,2023-01-31,19:21:08,4,1,Password
776,2023-03-25,12:05:30,3,1,Facial Recognition
571,2023-01-30,03:27:18,1,0,Facial Recognition
275,2023-02-15,05:39:03,2,0,Password
166,2023-01-21,18:21:37,4,1,PIN
135,2023-03-08,11:26:14,2,1,PIN
997,2023-01-14,15:20:35,4,1,PIN
807,2023-01-05,19:12:32,1,1,PIN
877,2023-02-07,12:40:52,4,0,Password
864,2023-02-01,09:39:59,3,1,PIN
821,2023-02-18,15:51:29,4,1,Facial Recognition
217,2023-01-17,00:28:39,4,0,Fingerprint
793,2023-01-15,01:33:44,1,0,Password
767,2023-02-07,13:35:11,1,0,Fingerprint
221,2023-01-14,23:58:33,2,1,Fingerprint
680,2023-02-15,05:00:44,2,1,Fingerprint
750,2023-03-26,21:30:30,2,0,Facial Recognition
704,2023-02-20,19:12:13,4,1,Password
119,2023-02-15,08:35:11,1,0,Fingerprint
293,2023-01-02,08:30:30,1,1,PIN
964,2023-02-25,08:48:58,2,0,PIN
909,2023-02-20,23:29:27,4,0,Facial Recognition
271,2023-03-25,06:12:56,3,0,Password
245,2023-02-04,05:09:12,1,1,Fingerprint
689,2023-01-10,13:19:21,1,1,Fingerprint
773,2023-02-18,12:49:14,2,0,Fingerprint
789,2023-04-01,22:00:16,2,1,Password
822,2023-03-15,02:59:17,1,0,Password
214,2023-03-25,09:14:05,4,0,Password
651,2023-02-08,07:00:50,3,0,Facial Recognition
571,2023-03-22,12:33:43,2,0,Password
707,2023-03-08,16:24:22,3,1,Password
354,2023-02-20,02:12:47,2,0,PIN
581,2023-03-14,15:08:14,1,0,Fingerprint
990,2023-04-01,01:50:03,3,0,PIN
440,2023-02-11,14:42:15,3,0,PIN
473,2023-03-07,08:46:34,4,1,Facial Recognition
984,2023-03-02,08:54:31,1,0,Password
495,2023-01-15,09:31:16,3,0,Facial Recognition
200,2023-01-09,04:28:29,4,0,PIN
351,2023-01-15,12:01:58,2,1,Fingerprint
118,2023-01-07,20:54:24,2,0,Fingerprint
70,2023-01-22,12:16:10,1,1,PIN
857,2023-03-05,15:01:56,3,0,Fingerprint
4,2023-01-15,15:24:05,1,0,Password
361,2023-02-08,05:15:15,4,1,PIN
364,2023-01-24,07:57:20,2,0,PIN
66,2023-02-07,01:02:33,1,0,Facial Recognition
766,2023-02-24,22:04:24,2,1,PIN
72,2023-02-24,20:12:01,4,1,PIN
432,2023-03-01,08:43:48,4,1,Fingerprint
838,2023-03-09,16:14:09,4,0,Fingerprint
950,2023-01-24,01:32:24,1,0,Facial Recognition
811,2023-02-26,16:21:33,1,0,Fingerprint
648,2023-03-30,10:40:14,1,1,Facial Recognition
295,2023-02-04,06:54:54,1,0,Fingerprint
799,2023-01-26,10:21:27,1,0,PIN
955,2023-01-27,17:40:45,4,0,Facial Recognition
798,2023-01-23,18:03:38,4,0,Password
513,2023-03-05,22:07:05,4,1,Password
376,2023-03-12,20:36:19,3,0,Facial Recognition
905,2023-03-14,13:44:55,3,0,Password
124,2023-02-05,08:26:38,3,0,Facial Recognition
340,2023-03-21,17:58:15,1,0,PIN
389,2023-01-26,19:45:46,2,1,Fingerprint
776,2023-01-15,21:10:30,4,1,Fingerprint
366,2023-03-27,09:16:31,4,1,Facial Recognition
270,2023-03-12,03:23:34,4,0,PIN
418,2023-01-02,16:40:39,1,1,Fingerprint
22,2023-03-19,06:27:59,3,0,PIN
719,2023-01-12,01:17:18,3,0,Fingerprint
341,2023-01-18,10:52:36,4,1,PIN
117,2023-01-04,08:29:08,3,0,Fingerprint
134,2023-02-22,00:13:01,4,0,PIN
906,2023-03-20,00:42:22,3,1,Password
300,2023-01-27,05:13:23,3,0,Facial Recognition
41,2023-03-27,23:43:43,3,1,Fingerprint
513,2023-01-17,01:09:45,2,1,Fingerprint
379,2023-03-07,00:38:47,4,0,PIN
203,2023-02-06,20:02:04,4,0,Facial Recognition
847,2023-02-26,09:58:10,2,0,Password
880,2023-02-05,16:53:34,2,1,PIN
245,2023-01-17,12:30:19,3,1,Fingerprint
495,2023-02-20,22:52:37,4,1,Password
599,2023-02-06,16:38:53,4,1,PIN
311,2023-03-08,06:23:57,4,0,Fingerprint
57,2023-01-28,04:15:52,3,1,Fingerprint
607,2023-02-20,00:47:30,2,1,PIN
638,2023-02-06,02:38:40,2,0,Fingerprint
532,2023-01-07,03:51:53,3,0,Facial Recognition
305,2023-02-22,20:34:31,2,1,Fingerprint
266,2023-01-24,20:22:51,1,0,Fingerprint
472,2023-02-23,09:27:29,1,0,Facial Recognition
854,2023-03-08,13:28:36,3,1,Fingerprint
573,2023-01-06,05:40:21,4,1,Fingerprint
855,2023-03-24,06:32:38,4,1,Fingerprint
881,2023-02-17,18:07:00,3,0,Fingerprint
15,2023-03-14,04:40:44,3,0,Fingerprint
966,2023-02-17,14:49:45,3,1,Fingerprint
880,2023-01-28,08:59:39,1,0,Facial Recognition
336,2023-02-10,06:45:06,1,0,Password
915,2023-01-12,06:35:06,2,1,PIN
414,2023-03-12,18:39:14,2,0,Password
372,2023-03-10,17:27:46,4,0,PIN
227,2023-01-15,06:24:57,2,1,PIN
501,2023-01-22,12:46:19,4,0,Facial Recognition
784,2023-02-24,23:42:06,3,1,PIN
215,2023-03-27,18:25:52,1,0,Password
381,2023-03-25,18:51:26,1,1,PIN
11,2023-02-21,10:08:20,1,0,PIN
447,2023-03-14,00:56:35,2,0,PIN
292,2023-01-26,06:48:48,4,1,PIN
556,2023-03-11,07:37:17,3,1,Fingerprint
