call_id,call_date,call_time,length_seconds,status,sender_id,receiver_id
334,11/22/2020,3:06:03,612,Accepted,776,61
335,11/3/2020,7:06:29,91,Accepted,189,477
336,8/18/2021,20:02:43,701,Accepted,987,33
337,1/10/2020,7:27:41,480,Accepted,510,39
338,6/20/2020,19:25:59,958,Accepted,314,547
339,11/20/2020,3:21:26,146,Accepted,124,659
340,12/29/2022,9:29:29,608,Accepted,70,530
341,2/16/2021,12:20:45,237,Accepted,868,974
342,9/13/2022,14:23:51,747,Accepted,306,132
343,11/26/2022,13:22:39,856,Accepted,226,801
344,6/8/2022,8:39:16,150,Accepted,971,68
345,1/6/2023,17:21:32,608,Accepted,291,704
346,12/14/2021,18:51:14,181,Accepted,807,18
347,12/8/2021,9:04:29,28,Accepted,977,181
348,9/25/2022,5:57:11,454,Accepted,615,620
349,11/18/2021,22:17:36,968,Accepted,646,867
350,4/24/2021,5:37:10,729,Accepted,993,93
351,1/12/2020,20:11:57,267,Accepted,647,319
352,10/10/2020,13:24:37,156,Accepted,915,643
353,4/13/2022,9:00:12,176,Accepted,858,117
354,5/27/2020,15:37:53,448,Accepted,216,550
355,12/4/2020,19:41:34,275,Accepted,507,874
356,7/29/2022,20:06:20,486,Accepted,403,297
357,12/21/2021,6:25:46,567,Accepted,676,733
358,8/12/2022,1:48:24,740,Accepted,948,449
359,1/14/2020,15:53:40,905,Accepted,221,688
360,9/11/2020,17:26:52,469,Accepted,250,265
361,10/20/2022,12:32:55,921,Accepted,181,452
362,1/16/2020,23:01:23,851,Accepted,202,999
363,9/17/2022,2:14:31,265,Accepted,424,534
364,1/31/2022,13:07:47,466,Accepted,217,181
365,9/7/2021,2:37:53,967,Accepted,5,298
366,1/2/2023,16:13:45,48,Accepted,449,777
367,2/9/2023,15:59:46,706,Accepted,645,553
368,8/19/2022,12:31:03,175,Accepted,332,241
369,10/4/2021,20:59:17,347,Accepted,7,158
370,11/8/2022,16:59:06,416,Accepted,727,416
371,2/12/2023,13:29:14,288,Accepted,289,524
372,12/8/2021,9:46:22,238,Accepted,481,800
373,6/19/2022,2:24:46,168,Accepted,761,757
374,3/31/2022,0:26:45,948,Accepted,198,40
375,11/16/2022,7:10:57,335,Accepted,830,346
376,1/20/2020,5:27:48,352,Accepted,100,433
377,3/17/2022,22:53:07,360,Accepted,853,806
378,2/4/2020,21:24:38,282,Accepted,291,552
379,9/6/2021,11:33:27,120,Accepted,575,29
380,12/23/2021,20:56:29,376,Accepted,706,227
381,7/6/2021,1:07:31,418,Accepted,975,27
382,9/26/2022,22:07:14,9,Rejected,765,290
383,9/23/2022,2:05:39,251,Accepted,949,100
384,2/2/2021,1:27:10,431,Accepted,859,679
385,9/12/2021,14:16:51,523,Accepted,951,698
386,1/6/2021,11:39:45,135,Accepted,268,108
387,10/24/2021,2:30:35,720,Accepted,59,954
388,1/28/2021,12:58:46,487,Accepted,94,515
389,3/26/2022,15:55:28,539,Accepted,995,231
390,1/2/2022,7:00:35,872,Accepted,178,150
391,2/17/2023,0:10:02,845,Accepted,603,692
392,3/21/2022,5:54:21,93,Accepted,69,521
393,8/29/2020,3:37:12,584,Accepted,768,922
394,3/13/2022,0:44:08,945,Accepted,108,440
395,12/3/2022,4:34:16,7,Rejected,539,869
396,12/18/2020,3:48:50,660,Accepted,451,763
397,2/1/2022,19:42:05,749,Accepted,57,38
398,4/24/2021,8:10:08,970,Accepted,363,837
399,9/18/2021,23:56:36,109,Accepted,122,234
400,4/6/2022,3:16:32,894,Accepted,314,855
401,11/9/2022,13:29:30,988,Accepted,531,506
402,4/3/2022,6:07:54,811,Accepted,352,89
403,1/27/2021,4:34:21,759,Accepted,55,993
404,1/26/2021,11:05:40,369,Accepted,147,46
405,4/5/2021,18:50:16,921,Accepted,78,536
406,1/18/2022,2:09:37,182,Accepted,786,318
407,12/10/2022,16:02:08,343,Accepted,671,883
408,8/20/2021,9:57:37,486,Accepted,403,500
409,3/10/2020,3:19:05,812,Accepted,269,893
410,7/24/2022,9:44:00,424,Accepted,178,412
411,1/10/2021,14:19:46,31,Accepted,91,266
412,8/22/2021,20:15:34,699,Accepted,842,844
413,7/23/2021,17:46:05,835,Accepted,966,548
414,2/26/2022,8:57:59,923,Accepted,76,311
415,2/14/2021,1:54:35,946,Accepted,432,827
416,1/18/2023,5:43:22,849,Accepted,226,788
417,2/17/2020,5:18:20,359,Accepted,123,128
418,9/30/2022,22:07:36,840,Accepted,753,551
419,11/10/2022,9:46:54,923,Accepted,831,435
420,4/4/2022,5:49:36,555,Accepted,766,103
421,5/25/2022,17:29:21,156,Accepted,177,201
422,5/15/2022,13:30:02,599,Accepted,470,804
423,12/12/2021,18:38:47,44,Accepted,955,573
424,12/4/2021,8:08:04,754,Accepted,388,975
425,12/21/2022,1:39:32,205,Accepted,401,952
426,11/28/2022,14:08:56,598,Accepted,46,259
427,11/11/2021,15:28:33,589,Accepted,664,627
428,6/13/2022,7:27:16,583,Accepted,227,456
429,4/5/2022,4:42:32,704,Accepted,553,412
430,5/23/2022,7:15:39,365,Accepted,645,93
431,5/27/2020,4:51:59,937,Accepted,208,665
432,7/29/2021,11:35:38,427,Accepted,549,791
433,2/13/2021,3:34:38,185,Accepted,903,999
434,9/5/2022,7:12:19,831,Accepted,168,739
435,8/1/2020,12:01:08,312,Accepted,67,346
436,6/6/2022,22:28:02,210,Accepted,862,587
437,11/9/2022,7:18:05,130,Accepted,248,928
438,3/15/2023,15:25:25,295,Accepted,657,64
439,6/24/2022,7:40:52,314,Accepted,564,924
440,7/21/2021,9:53:53,380,Accepted,620,950
441,6/8/2021,21:52:24,846,Accepted,933,927
442,7/24/2022,19:11:27,148,Accepted,11,500
443,10/11/2022,2:44:36,838,Accepted,923,338
444,8/26/2022,23:09:54,667,Accepted,593,501
445,12/29/2022,17:29:30,776,Accepted,430,216
446,2/3/2023,12:46:12,367,Accepted,770,650
447,9/3/2021,22:57:32,576,Accepted,676,990
448,3/21/2022,9:46:03,248,Accepted,779,144
449,12/23/2022,19:19:00,628,Accepted,915,86
450,7/24/2022,3:08:34,600,Accepted,337,760
451,3/5/2020,7:40:12,182,Accepted,268,258
452,4/26/2020,20:55:43,998,Accepted,852,566
453,4/26/2021,13:24:25,826,Accepted,54,88
454,5/17/2021,14:45:19,212,Accepted,911,35
455,7/29/2021,8:42:24,449,Accepted,457,36
456,1/12/2021,13:39:37,998,Accepted,928,979
457,2/3/2021,3:22:08,414,Accepted,465,780
458,6/5/2022,21:11:10,430,Accepted,976,478
459,9/13/2020,20:28:10,369,Accepted,68,402
460,3/1/2020,8:05:17,119,Accepted,251,564
461,2/13/2023,18:51:39,950,Accepted,114,65
462,7/15/2022,17:24:41,220,Accepted,316,273
463,3/21/2021,2:32:15,263,Accepted,724,260
464,4/15/2020,13:01:54,365,Accepted,975,263
465,6/11/2021,4:22:06,783,Accepted,761,937
466,2/19/2021,2:17:31,728,Accepted,255,483
467,1/1/2022,16:12:23,51,Accepted,921,359
468,6/2/2020,9:21:26,941,Accepted,634,250
469,11/27/2021,3:32:00,937,Accepted,732,331
470,5/18/2021,4:07:32,26,Accepted,599,634
471,8/10/2022,0:34:49,379,Accepted,824,798
472,7/13/2022,14:19:18,917,Accepted,301,462
473,11/7/2020,7:56:08,173,Accepted,673,626
474,5/31/2020,8:56:00,170,Accepted,431,659
475,11/20/2021,21:48:10,486,Accepted,847,316
476,12/14/2020,7:42:40,84,Accepted,601,618
477,4/3/2022,9:15:39,449,Accepted,935,95
478,5/1/2020,8:58:35,800,Accepted,42,565
479,3/13/2020,23:20:02,253,Accepted,869,252
480,5/20/2021,2:08:58,590,Accepted,956,800
481,5/23/2021,20:36:35,255,Accepted,793,946
482,3/3/2023,4:38:24,482,Accepted,671,253
483,8/7/2021,5:27:24,300,Accepted,864,871
484,2/4/2020,3:50:27,386,Accepted,287,507
485,10/7/2020,6:34:28,524,Accepted,373,733
486,5/19/2021,19:37:05,205,Accepted,921,661
487,1/19/2020,1:42:40,976,Accepted,156,429
488,4/28/2020,11:56:15,172,Accepted,342,17
489,6/15/2022,11:46:34,418,Accepted,439,49
490,12/12/2022,11:17:51,145,Accepted,60,205
491,9/28/2020,16:21:32,455,Accepted,806,479
492,12/7/2021,23:27:28,207,Accepted,940,867
493,12/26/2022,23:42:15,930,Accepted,416,192
494,11/20/2022,23:38:14,755,Accepted,9,682
495,7/18/2021,21:35:11,396,Accepted,398,194
496,12/20/2020,21:40:21,918,Accepted,860,708
497,10/12/2021,9:23:51,643,Accepted,58,1
498,12/19/2021,13:15:28,206,Accepted,952,252
499,8/1/2021,9:28:15,649,Accepted,913,184
500,12/31/2021,9:09:39,875,Accepted,151,650
501,7/23/2021,18:27:52,58,Accepted,746,640
502,5/12/2021,1:47:46,216,Accepted,51,402
503,6/30/2021,17:27:52,327,Accepted,631,871
504,8/25/2020,4:29:05,371,Accepted,211,574
505,12/4/2021,19:14:58,733,Accepted,415,336
506,1/19/2023,10:01:58,179,Accepted,169,860
507,6/19/2022,2:04:28,36,Accepted,264,708
508,11/29/2020,23:45:47,893,Accepted,955,434
509,6/17/2022,11:49:01,850,Accepted,864,728
510,2/15/2020,21:54:25,894,Accepted,336,566
511,12/15/2021,1:34:43,882,Accepted,66,201
512,1/18/2023,7:45:21,761,Accepted,345,42
513,8/30/2020,22:53:00,39,Accepted,102,824
514,1/31/2023,14:22:08,981,Accepted,301,73
515,3/23/2022,20:52:39,193,Accepted,451,355
516,7/17/2021,4:09:16,993,Accepted,577,326
517,5/9/2022,3:52:45,180,Accepted,538,153
518,11/22/2021,20:13:14,500,Accepted,94,333
519,11/1/2021,19:35:51,962,Accepted,324,290
520,2/4/2021,6:27:09,222,Accepted,541,478
521,7/6/2021,22:34:07,455,Accepted,868,110
522,11/4/2021,11:11:58,520,Accepted,973,195
523,9/9/2022,2:32:35,484,Accepted,740,308
524,3/26/2022,5:08:21,54,Accepted,931,468
525,5/31/2022,11:27:58,64,Accepted,484,933
526,2/25/2021,1:30:42,816,Accepted,524,500
527,11/21/2020,9:02:07,295,Accepted,778,309
528,7/18/2021,17:38:44,759,Accepted,742,360
529,2/16/2020,1:18:29,802,Accepted,461,934
530,5/31/2022,6:12:22,318,Accepted,620,347
531,3/27/2023,15:16:33,495,Accepted,361,869
532,3/24/2020,18:03:04,921,Accepted,119,634
533,2/17/2021,15:52:59,658,Accepted,31,387
534,1/22/2022,2:19:31,336,Accepted,61,430
535,3/16/2020,14:06:30,225,Accepted,680,966
536,2/2/2022,12:39:03,605,Accepted,587,352
