device_id,lock_date,lock_time,locked
577,2023-02-06,15:52:35,0
71,2023-01-02,10:28:55,0
730,2023-03-11,14:00:46,1
688,2023-03-12,00:27:28,0
128,2023-02-01,15:41:39,1
360,2023-02-20,19:27:20,0
705,2023-01-26,05:40:04,0
48,2023-01-16,17:24:41,1
661,2023-02-10,13:22:40,1
584,2023-02-19,09:16:00,1
177,2023-03-31,08:37:27,1
721,2023-02-01,06:03:02,1
788,2023-01-10,09:42:40,1
57,2023-01-23,17:26:10,0
683,2023-03-23,20:54:28,0
390,2023-03-05,13:34:19,0
685,2023-02-02,02:56:29,1
70,2023-01-23,05:11:04,0
405,2023-03-21,00:36:51,0
962,2023-04-01,11:31:25,0
667,2023-01-05,01:53:30,1
827,2023-02-24,04:36:16,1
672,2023-03-17,01:07:35,0
58,2023-01-19,12:59:23,1
571,2023-03-06,07:50:15,0
690,2023-01-06,01:18:48,1
69,2023-02-12,04:50:28,1
124,2023-03-05,03:35:58,1
855,2023-02-07,16:39:15,1
378,2023-01-05,10:42:35,0
873,2023-03-23,12:20:16,1
281,2023-02-10,23:12:04,0
159,2023-01-27,23:17:05,1
263,2023-01-04,19:36:43,0
140,2023-01-01,02:40:59,1
355,2023-03-04,20:21:13,0
211,2023-02-09,09:22:47,0
385,2023-03-30,18:54:23,1
991,2023-01-17,14:42:15,1
51,2023-01-19,04:46:19,1
86,2023-03-17,07:46:38,1
566,2023-01-22,13:57:24,0
893,2023-02-25,12:46:30,0
305,2023-01-16,00:16:18,1
584,2023-01-01,09:08:54,1
241,2023-02-11,21:10:43,0
573,2023-01-05,09:07:51,1
472,2023-03-21,13:54:07,1
838,2023-03-10,08:38:55,0
768,2023-03-31,06:42:21,1
945,2023-01-22,13:26:53,0
762,2023-01-30,11:05:56,0
541,2023-01-27,19:09:50,1
874,2023-01-30,00:21:38,0
874,2023-01-23,23:23:32,0
687,2023-03-28,20:46:31,0
124,2023-02-19,03:31:27,1
677,2023-03-28,17:09:45,1
170,2023-01-31,18:19:43,1
701,2023-03-06,06:51:42,1
676,2023-03-31,07:22:33,1
319,2023-03-11,19:09:24,1
851,2023-03-06,01:33:34,1
731,2023-02-08,09:49:16,0
456,2023-02-27,00:02:52,1
858,2023-02-19,18:22:55,1
547,2023-01-22,05:21:08,0
764,2023-01-10,16:20:00,0
227,2023-04-01,15:09:56,1
207,2023-03-26,10:38:27,1
317,2023-03-02,01:14:31,0
16,2023-01-09,20:09:59,1
628,2023-03-11,14:25:46,0
251,2023-02-13,05:18:47,1
139,2023-01-14,06:51:21,1
413,2023-03-30,14:40:08,0
215,2023-01-04,01:04:54,1
346,2023-01-15,01:31:30,1
344,2023-01-14,16:03:20,1
71,2023-02-25,08:22:19,0
928,2023-01-15,06:52:13,0
930,2023-01-30,06:37:23,1
44,2023-01-24,16:04:25,0
404,2023-03-26,21:41:57,1
192,2023-03-11,17:07:42,0
423,2023-01-19,13:45:15,1
511,2023-02-24,23:20:26,0
219,2023-02-02,07:12:01,0
842,2023-01-15,06:16:21,1
910,2023-01-14,13:15:18,0
160,2023-02-09,14:24:47,1
690,2023-01-14,10:53:49,0
925,2023-02-18,19:15:18,0
175,2023-02-04,12:46:24,1
193,2023-03-12,09:37:27,1
743,2023-02-03,03:00:21,0
124,2023-02-17,06:21:59,0
139,2023-02-12,13:38:44,0
581,2023-03-23,18:37:03,1
912,2023-03-29,20:34:21,0
913,2023-01-01,00:55:09,1
115,2023-03-14,07:29:32,0
614,2023-02-22,15:03:38,0
682,2023-02-20,22:52:39,1
298,2023-03-22,11:00:19,1
474,2023-03-23,21:33:56,0
168,2023-02-05,10:34:40,1
945,2023-03-23,05:30:41,0
510,2023-03-15,03:49:06,1
557,2023-01-10,15:03:43,1
469,2023-01-23,08:59:10,0
816,2023-02-03,10:48:21,0
321,2023-01-20,15:35:20,1
487,2023-01-10,12:45:47,0
296,2023-03-07,06:43:27,0
224,2023-03-18,09:48:23,1
630,2023-01-27,20:04:37,0
992,2023-01-05,11:44:02,1
130,2023-01-22,10:16:05,1
444,2023-01-03,10:01:22,1
312,2023-01-12,14:33:47,0
444,2023-02-03,06:22:22,0
937,2023-02-11,07:31:14,0
925,2023-01-12,04:58:28,1
446,2023-03-02,22:28:31,1
276,2023-02-15,20:13:28,0
276,2023-03-02,04:27:20,0
664,2023-02-04,05:41:50,1
989,2023-01-19,22:43:35,1
918,2023-03-24,17:13:33,1
962,2023-03-27,22:58:21,0
794,2023-03-26,06:18:34,0
268,2023-03-23,13:58:17,1
14,2023-02-04,07:13:10,1
558,2023-02-14,05:44:35,0
92,2023-01-13,09:42:17,1
290,2023-01-13,00:11:54,0
995,2023-01-13,15:51:30,0
501,2023-03-27,22:43:13,0
725,2023-03-05,18:41:53,0
195,2023-01-10,06:41:24,1
428,2023-01-04,21:52:15,0
792,2023-04-01,20:33:16,1
271,2023-01-07,11:14:24,0
146,2023-01-11,08:26:43,0
212,2023-01-03,22:10:30,1
313,2023-01-25,10:01:36,0
803,2023-03-01,20:15:15,1
485,2023-02-17,20:42:10,0
831,2023-01-30,14:02:16,0
796,2023-02-17,07:44:18,0
545,2023-01-14,16:00:01,0
280,2023-02-18,16:28:46,1
987,2023-01-30,13:10:00,0
756,2023-02-05,04:50:48,1
997,2023-03-27,13:28:58,1
218,2023-03-23,22:05:01,1
77,2023-03-12,04:11:27,0
70,2023-03-29,13:33:28,0
59,2023-02-18,11:16:14,0
850,2023-02-26,19:54:08,0
312,2023-01-21,15:55:19,1
472,2023-01-17,22:06:44,0
483,2023-02-10,05:27:54,0
853,2023-01-21,11:53:17,1
907,2023-02-02,10:39:05,0
243,2023-02-15,06:58:04,0
491,2023-02-09,01:36:19,0
422,2023-01-24,01:01:57,1
381,2023-03-13,01:22:57,0
116,2023-01-07,21:22:43,1
537,2023-01-02,20:45:44,1
915,2023-01-25,22:47:06,1
268,2023-02-10,12:08:23,1
609,2023-03-13,03:44:49,0
677,2023-01-23,11:32:16,0
885,2023-01-17,02:40:13,1
332,2023-03-23,09:26:44,1
481,2023-02-16,02:38:46,0
862,2023-02-02,12:16:53,0
942,2023-03-22,11:01:57,0
825,2023-02-05,16:24:57,0
564,2023-03-20,19:16:34,1
771,2023-02-18,00:37:46,1
748,2023-03-20,05:01:56,0
640,2023-01-26,19:53:52,1
723,2023-02-20,17:13:59,1
358,2023-02-03,16:31:48,0
905,2023-02-06,13:15:15,1
476,2023-02-12,14:13:01,0
459,2023-02-20,10:57:57,0
189,2023-01-13,15:27:54,0
287,2023-03-26,11:02:56,0
290,2023-03-20,13:39:16,1
541,2023-03-08,04:56:13,0
603,2023-03-28,09:50:26,0
521,2023-02-26,15:04:16,0
384,2023-03-31,23:10:04,1
816,2023-03-29,22:05:42,1
993,2023-03-14,11:46:56,1
730,2023-02-07,15:06:14,0
834,2023-02-17,14:42:56,1
645,2023-02-19,20:32:50,0
609,2023-02-13,03:19:19,1
73,2023-03-06,14:49:24,1
814,2023-02-10,18:33:56,0
200,2023-01-27,14:12:11,1
81,2023-04-01,14:16:13,1
710,2023-02-18,21:10:04,0
254,2023-02-01,05:20:37,0
222,2023-03-19,19:18:21,0
310,2023-04-01,04:16:32,0
723,2023-02-16,11:22:57,0
755,2023-03-17,08:54:29,0
647,2023-02-19,05:40:03,0
450,2023-03-07,21:04:16,0
786,2023-02-21,22:19:58,1
564,2023-01-19,12:51:31,0
136,2023-03-05,00:17:33,1
480,2023-01-12,08:46:58,1
264,2023-02-27,02:44:32,0
626,2023-03-19,23:29:48,0
40,2023-03-25,20:46:55,0
425,2023-03-24,17:33:28,1
486,2023-01-02,01:10:23,1
752,2023-03-03,10:04:16,1
929,2023-02-11,03:43:17,0
592,2023-02-03,01:25:17,1
177,2023-01-31,12:56:39,1
416,2023-01-09,03:33:51,1
844,2023-01-22,09:45:53,1
639,2023-03-01,19:14:26,1
543,2023-03-02,22:48:07,0
673,2023-01-17,04:46:03,1
15,2023-03-07,00:59:27,1
852,2023-03-14,02:49:21,0
924,2023-02-01,17:21:56,0
203,2023-02-04,08:41:37,0
620,2023-03-29,06:01:41,1
281,2023-01-10,22:50:27,1
312,2023-03-22,01:32:36,0
539,2023-01-01,16:52:34,1
807,2023-01-21,12:48:29,0
619,2023-02-05,23:53:26,1
590,2023-01-30,17:30:54,1
759,2023-03-09,19:32:47,0
978,2023-01-02,01:07:52,0
170,2023-02-15,17:12:01,0
960,2023-03-19,12:38:02,1
353,2023-01-14,19:48:46,1
209,2023-03-29,08:40:33,1
836,2023-02-16,00:59:33,0
524,2023-02-24,15:27:49,0
316,2023-02-19,21:30:43,0
60,2023-03-25,16:52:28,0
744,2023-03-10,09:59:07,0
650,2023-03-25,20:16:40,0
333,2023-03-19,10:23:44,0
45,2023-02-18,16:06:53,0
504,2023-01-18,03:59:46,1
473,2023-01-28,23:04:20,1
217,2023-02-16,22:10:06,0
778,2023-01-03,00:16:35,0
750,2023-02-26,16:44:42,0
737,2023-02-11,22:16:28,1
572,2023-01-05,09:01:07,1
172,2023-02-06,21:04:56,0
609,2023-02-09,06:46:18,1
847,2023-01-18,17:08:52,1
73,2023-03-19,02:41:06,1
281,2023-03-30,06:47:23,0
516,2023-01-01,23:55:35,1
295,2023-01-08,12:40:03,0
890,2023-02-08,17:58:59,0
895,2023-03-15,08:25:22,0
391,2023-03-29,12:19:03,1
4,2023-02-09,03:21:57,1
441,2023-02-04,00:48:21,1
60,2023-02-09,11:20:50,0
438,2023-02-24,01:42:22,1
133,2023-03-18,22:52:35,1
847,2023-01-04,20:17:30,0
819,2023-03-13,21:00:04,0
38,2023-01-04,00:18:50,1
112,2023-03-12,03:31:39,0
213,2023-03-29,11:19:01,1
380,2023-01-06,02:10:47,1
10,2023-03-17,07:17:28,1
675,2023-01-12,23:45:48,1
375,2023-02-24,03:33:49,1
362,2023-01-08,14:21:39,1
476,2023-03-20,08:48:21,1
126,2023-02-04,16:11:06,0
153,2023-03-07,18:01:33,1
609,2023-03-08,19:04:59,0
999,2023-01-14,19:46:53,0
238,2023-03-17,23:01:24,0
678,2023-01-20,11:10:06,1
432,2023-01-12,10:09:37,0
845,2023-02-22,12:32:09,0
21,2023-01-26,10:41:02,0
113,2023-02-16,02:58:36,1
36,2023-02-16,16:12:41,1
672,2023-01-10,19:14:55,0
606,2023-02-03,07:37:05,0
750,2023-03-02,15:00:13,1
515,2023-01-08,20:02:54,0
787,2023-03-08,08:16:07,0
361,2023-03-18,13:59:36,0
900,2023-01-04,10:03:55,1
136,2023-03-25,22:38:34,1
326,2023-02-09,18:45:00,0
475,2023-01-08,05:53:34,1
905,2023-03-13,00:35:28,0
360,2023-01-29,21:20:39,1
490,2023-02-18,11:43:54,1
343,2023-02-15,06:24:04,1
706,2023-02-20,02:22:24,0
575,2023-01-15,07:31:47,0
670,2023-03-28,13:03:27,0
940,2023-01-13,20:22:52,1
110,2023-02-15,19:50:07,0
2,2023-01-31,05:17:40,0
638,2023-01-06,09:14:01,0
112,2023-01-30,04:22:56,0
90,2023-01-10,10:14:36,0
897,2023-02-25,18:19:21,1
600,2023-01-22,06:39:25,1
235,2023-01-07,11:10:02,1
906,2023-02-01,12:47:38,0
977,2023-03-20,00:19:56,1
743,2023-03-27,21:04:29,1
696,2023-03-23,03:45:59,1
750,2023-02-21,18:48:28,1
622,2023-02-25,03:42:58,1
750,2023-03-23,18:07:12,0
355,2023-03-29,04:26:05,1
125,2023-03-11,08:15:46,1
62,2023-03-19,06:32:35,1
103,2023-01-12,21:21:24,1
458,2023-01-21,02:59:01,0
423,2023-04-01,12:47:42,1
617,2023-01-24,10:42:18,0
256,2023-01-30,10:14:00,0
866,2023-03-30,04:48:18,0
233,2023-02-07,11:33:38,1
766,2023-01-01,09:43:49,0
187,2023-01-06,10:38:51,1
755,2023-03-02,19:50:53,1
619,2023-03-25,22:01:54,0
228,2023-02-17,04:24:16,1
101,2023-01-26,13:20:22,1
899,2023-03-11,04:37:33,1
786,2023-02-10,12:10:20,0
393,2023-02-14,13:28:36,1
205,2023-03-24,02:15:38,0
190,2023-02-01,01:45:39,0
516,2023-02-21,07:48:29,1
281,2023-02-22,03:28:44,0
985,2023-01-10,15:09:17,0
729,2023-03-09,10:02:13,1
710,2023-02-26,02:11:15,0
531,2023-03-19,05:15:56,1
279,2023-03-02,14:33:12,0
268,2023-01-08,05:43:30,0
880,2023-01-27,08:51:16,0
50,2023-03-14,19:24:56,0
528,2023-03-18,06:55:46,1
35,2023-02-04,10:56:11,0
235,2023-02-03,14:52:23,1
833,2023-01-07,10:38:23,1
245,2023-01-07,03:52:55,1
225,2023-03-30,23:16:37,1
226,2023-02-28,08:09:54,1
254,2023-01-13,02:00:22,1
131,2023-02-28,22:11:24,0
124,2023-02-12,01:49:24,0
251,2023-02-08,22:15:12,0
207,2023-03-19,21:46:23,0
533,2023-01-07,14:14:34,1
949,2023-03-17,05:42:45,0
134,2023-02-19,10:04:10,1
40,2023-01-22,19:14:08,1
578,2023-02-06,15:37:24,1
667,2023-01-28,19:41:01,1
797,2023-02-10,14:20:56,0
364,2023-01-25,20:52:30,1
429,2023-03-20,02:57:01,1
225,2023-01-23,21:33:20,1
177,2023-04-01,02:03:15,1
624,2023-01-09,12:40:42,1
322,2023-01-13,04:38:32,1
534,2023-03-12,08:48:23,0
758,2023-01-18,12:34:59,0
888,2023-01-04,06:39:09,0
936,2023-01-20,12:14:53,0
917,2023-02-05,22:19:25,0
753,2023-01-13,12:25:40,1
409,2023-03-13,17:15:23,1
666,2023-02-21,19:44:11,0
978,2023-01-27,17:32:44,0
896,2023-01-14,19:09:35,0
135,2023-01-19,00:08:29,0
40,2023-03-05,04:55:35,0
339,2023-01-31,22:10:42,0
210,2023-01-09,20:10:03,0
856,2023-02-11,21:15:52,0
538,2023-03-27,16:25:24,0
693,2023-03-30,09:04:44,0
838,2023-01-12,06:00:39,0
157,2023-03-25,11:50:57,1
701,2023-03-09,18:35:27,1
229,2023-03-02,13:12:40,1
165,2023-02-03,23:20:22,0
357,2023-02-01,07:34:57,0
867,2023-02-25,08:30:45,0
833,2023-02-15,09:18:54,1
885,2023-01-02,07:28:18,0
9,2023-02-16,15:21:37,0
240,2023-02-23,20:02:02,1
964,2023-02-11,17:26:50,1
618,2023-01-07,23:04:48,1
88,2023-01-07,12:13:10,0
215,2023-03-23,09:32:02,0
516,2023-02-03,23:42:07,0
189,2023-02-02,23:48:55,1
275,2023-02-14,12:36:12,1
691,2023-03-29,01:07:13,0
85,2023-01-25,11:10:57,0
943,2023-02-19,13:36:06,0
935,2023-01-07,16:01:05,1
288,2023-01-18,03:57:46,1
738,2023-03-05,07:20:34,1
262,2023-03-13,00:53:48,0
703,2023-02-02,06:53:44,0
124,2023-01-25,12:26:05,0
508,2023-03-23,17:09:16,0
759,2023-03-22,20:44:52,0
925,2023-01-07,11:31:59,1
454,2023-03-28,21:12:51,0
879,2023-02-15,03:58:43,1
397,2023-01-21,00:45:53,0
259,2023-02-03,05:57:49,0
640,2023-03-13,17:24:47,1
28,2023-01-06,22:44:18,1
956,2023-03-04,10:20:38,0
613,2023-01-28,00:17:52,1
644,2023-04-01,13:13:45,1
47,2023-01-11,21:26:18,0
170,2023-02-26,03:24:10,0
590,2023-01-24,16:14:26,1
645,2023-02-26,04:26:32,0
51,2023-03-25,05:34:59,0
309,2023-01-21,17:53:34,0
702,2023-03-14,23:37:05,1
48,2023-01-18,04:59:47,0
659,2023-02-07,18:55:10,0
243,2023-03-28,22:35:44,1
457,2023-01-09,05:14:01,0
54,2023-02-06,05:37:51,1
437,2023-03-18,11:20:22,1
941,2023-03-06,01:14:05,1
351,2023-02-08,08:51:42,0
895,2023-02-10,02:01:45,0
700,2023-02-06,00:20:43,0
19,2023-01-02,02:55:04,1
684,2023-01-31,06:33:54,0
196,2023-01-26,00:08:22,0
558,2023-01-19,16:48:28,0
716,2023-03-07,03:26:07,0
228,2023-01-22,15:18:04,0
269,2023-03-02,20:30:42,0
223,2023-01-19,10:10:41,1
405,2023-03-28,20:09:22,0
827,2023-03-13,06:41:15,0
743,2023-02-16,17:42:15,1
169,2023-02-14,02:49:11,1
546,2023-01-20,02:53:17,1
455,2023-01-21,08:00:15,0
208,2023-01-14,08:22:23,1
441,2023-01-13,11:17:33,0
164,2023-02-07,07:19:29,1
440,2023-01-06,18:33:52,1
595,2023-02-13,00:38:01,1
207,2023-03-02,16:26:30,0
698,2023-01-01,19:48:23,0
580,2023-02-08,14:02:05,1
811,2023-02-14,22:00:39,0
499,2023-03-25,11:53:54,1
77,2023-02-14,23:33:20,0
4,2023-01-27,22:29:53,1
757,2023-01-07,03:34:19,1
598,2023-03-20,06:43:52,0
634,2023-01-16,04:05:26,0
598,2023-02-12,05:31:31,0
846,2023-03-08,18:30:09,0
680,2023-02-24,02:49:58,1
865,2023-02-26,23:38:51,0
269,2023-01-22,20:11:32,0
711,2023-02-12,05:33:16,0
112,2023-02-15,18:20:43,1
478,2023-03-13,17:39:58,0
365,2023-01-21,02:57:26,1
161,2023-03-02,19:05:16,1
500,2023-03-29,12:09:05,0
140,2023-04-01,11:20:32,0
75,2023-02-24,17:57:01,0
331,2023-03-29,08:05:29,1
510,2023-03-10,06:03:42,1
100,2023-02-27,08:11:14,1
792,2023-02-23,06:24:13,0
473,2023-01-25,23:09:04,0
82,2023-02-23,01:58:40,0
436,2023-01-24,22:01:34,0
562,2023-03-02,19:44:33,1
378,2023-03-15,21:43:50,0
69,2023-03-11,07:16:46,1
99,2023-01-17,04:54:57,0
602,2023-03-09,06:22:55,0
446,2023-03-10,02:21:06,0
932,2023-02-09,11:48:38,0
171,2023-01-12,21:13:38,1
843,2023-01-01,18:23:26,0
249,2023-01-31,11:24:14,1
900,2023-03-21,03:01:39,0
687,2023-02-06,07:15:17,1
131,2023-02-25,01:40:22,1
105,2023-02-20,14:04:13,1
650,2023-01-22,17:41:14,1
746,2023-01-12,04:08:21,0
184,2023-03-18,19:27:11,0
483,2023-02-18,05:50:14,0
172,2023-03-17,04:40:33,0
609,2023-01-24,22:06:07,0
964,2023-01-12,13:23:57,0
246,2023-01-04,00:16:30,1
330,2023-02-03,12:53:27,1
147,2023-02-12,08:26:14,0
20,2023-03-25,00:38:34,0
518,2023-03-19,04:19:44,1
167,2023-01-29,09:36:15,1
99,2023-03-17,11:04:45,0
872,2023-01-28,08:21:31,1
772,2023-03-22,06:25:02,1
722,2023-01-30,17:08:05,0
51,2023-01-26,17:49:21,0
547,2023-02-27,01:49:49,0
259,2023-03-10,23:55:09,1
660,2023-01-20,13:16:58,1
237,2023-02-23,15:39:10,0
283,2023-02-13,19:54:44,0
497,2023-02-17,00:07:43,1
490,2023-02-28,11:35:05,0
488,2023-01-09,05:51:45,0
808,2023-02-28,01:17:04,1
967,2023-03-04,07:52:08,0
674,2023-03-25,19:54:23,1
968,2023-02-04,15:22:10,0
693,2023-01-10,05:49:13,0
298,2023-02-10,05:10:28,1
486,2023-03-18,09:56:11,1
745,2023-01-21,10:47:30,1
354,2023-03-22,01:33:48,0
712,2023-03-17,04:25:06,1
423,2023-01-20,08:35:27,0
250,2023-03-14,01:51:23,0
843,2023-01-10,05:21:27,1
403,2023-03-17,18:14:41,0
365,2023-02-07,23:38:24,0
273,2023-01-24,20:24:50,0
935,2023-02-16,14:03:31,0
601,2023-03-12,09:56:18,1
277,2023-01-22,12:08:45,0
248,2023-01-28,00:17:28,1
650,2023-01-06,00:57:49,0
725,2023-03-14,12:03:13,0
4,2023-01-25,04:15:17,1
549,2023-02-14,08:07:57,1
765,2023-03-09,02:58:32,1
483,2023-02-25,03:41:03,1
431,2023-01-13,04:36:20,0
165,2023-02-09,12:07:27,0
262,2023-01-11,00:36:37,1
931,2023-03-06,01:02:24,1
994,2023-02-25,02:03:59,1
620,2023-03-24,14:58:22,0
434,2023-02-12,19:03:43,0
535,2023-01-27,06:18:22,0
522,2023-03-21,23:45:12,1
344,2023-02-05,10:30:25,0
85,2023-01-01,19:14:36,0
525,2023-03-25,04:06:55,1
251,2023-02-19,10:37:58,1
36,2023-01-23,22:24:03,0
70,2023-01-31,12:20:46,1
901,2023-03-05,14:56:36,0
455,2023-02-26,23:47:16,0
58,2023-03-25,12:58:08,0
372,2023-01-29,21:15:14,1
753,2023-03-22,13:22:03,0
500,2023-01-27,08:03:41,0
117,2023-01-28,08:44:29,0
989,2023-03-28,21:41:46,1
466,2023-02-02,14:16:40,1
941,2023-03-11,18:13:43,0
564,2023-02-05,00:39:24,0
929,2023-02-15,06:48:40,0
38,2023-01-10,10:46:34,1
841,2023-03-23,04:46:58,0
10,2023-01-31,19:50:38,1
628,2023-03-22,11:15:01,1
777,2023-03-04,23:19:14,0
433,2023-03-26,19:52:55,0
324,2023-03-28,21:04:18,0
348,2023-03-26,19:35:53,1
680,2023-03-16,19:59:58,1
547,2023-01-06,00:03:09,1
575,2023-01-28,03:28:48,0
634,2023-02-25,13:09:17,1
604,2023-01-27,21:44:18,1
565,2023-01-08,13:51:42,0
859,2023-02-17,04:45:36,0
909,2023-03-27,16:04:08,0
464,2023-03-03,01:27:14,0
927,2023-03-30,02:44:07,0
42,2023-01-11,13:24:04,0
344,2023-01-08,02:20:04,0
534,2023-01-19,06:51:34,1
853,2023-01-27,00:07:22,1
706,2023-03-27,18:10:14,0
929,2023-03-05,06:08:13,0
621,2023-03-27,03:43:31,1
892,2023-02-14,22:14:47,0
546,2023-03-29,10:10:18,1
207,2023-03-17,13:45:47,1
688,2023-01-26,20:24:05,0
555,2023-01-03,06:43:05,1
207,2023-03-25,15:39:14,0
291,2023-03-12,01:40:37,1
220,2023-02-13,17:43:00,0
664,2023-02-14,20:30:03,1
531,2023-02-14,22:09:15,0
804,2023-03-15,21:35:03,0
890,2023-02-11,02:26:51,1
423,2023-01-13,04:41:38,1
763,2023-01-04,06:20:10,0
740,2023-01-12,08:33:32,1
690,2023-02-27,13:20:35,0
189,2023-03-09,16:30:50,0
114,2023-02-26,00:02:00,0
287,2023-03-10,16:18:49,0
46,2023-02-12,04:34:30,0
742,2023-03-08,06:57:25,1
982,2023-02-07,13:52:45,1
291,2023-03-29,23:54:19,1
834,2023-01-13,00:55:46,1
177,2023-03-03,07:15:40,0
317,2023-03-14,09:21:20,1
711,2023-01-31,08:09:41,0
715,2023-02-18,01:34:39,0
279,2023-03-16,18:31:32,1
91,2023-03-03,11:02:32,1
951,2023-02-23,14:10:46,1
805,2023-03-04,01:48:53,0
720,2023-01-22,07:05:56,0
991,2023-02-01,12:37:47,1
119,2023-02-19,13:41:21,1
405,2023-03-04,10:06:48,1
351,2023-01-11,23:05:31,1
1000,2023-03-02,00:18:07,0
821,2023-01-01,20:20:35,1
680,2023-03-02,21:45:22,1
671,2023-02-15,08:47:42,1
260,2023-01-17,10:15:39,1
844,2023-02-26,22:57:48,0
826,2023-01-25,15:12:52,0
589,2023-02-06,17:48:27,0
778,2023-02-05,13:59:32,1
315,2023-02-02,09:59:55,1
694,2023-03-15,06:46:12,0
685,2023-01-25,15:40:10,1
472,2023-02-08,17:19:54,0
853,2023-03-22,23:20:16,0
306,2023-01-11,14:14:24,1
415,2023-01-10,15:42:21,1
646,2023-03-27,00:12:04,1
378,2023-03-11,09:14:44,0
156,2023-03-05,00:03:17,0
