message_id,send_date,send_time,platform,viewed,content,sender_id,receiver_id
69,2023-03-10,06:48:15,WhatsApp,1,Be careful!,23,316
70,2023-03-23,18:44:36,Messenger,1,Be careful!,221,889
71,2023-01-06,15:25:51,Messenger,1,Good job at work today!,486,783
72,2023-02-20,21:40:02,Discord,0,Could you pick up some milk on your way home?,807,46
73,2023-02-28,22:08:36,WhatsApp,1,5 days to go!,110,823
74,2023-01-26,04:40:53,WhatsApp,1,The kids are at school rn…,316,596
75,2023-01-30,20:12:48,WhatsApp,0,Why are you so rude?,21,844
76,2023-01-06,14:37:28,Messenger,1,I love you!,283,128
77,2023-01-04,23:31:35,WhatsApp,0,LMAO!,98,440
78,2023-03-16,06:28:40,WhatsApp,1,Why are you so rude?,573,734
79,2023-01-10,05:04:05,Slack,1,The dog got stuck on the roof again…,553,169
80,2023-03-27,22:36:17,WhatsApp,0,LMAO!,341,308
81,2023-02-17,06:55:20,Discord,0,LMAO!,28,951
82,2023-02-14,21:42:40,SnapChat,1,I hate this app.,30,807
83,2023-03-19,09:32:51,Messenger,1,Sup bro?,577,493
84,2023-01-15,14:02:40,Slack,1,ROLF,882,169
85,2023-01-23,13:22:25,Slack,1,OMG!,387,201
86,2023-02-23,06:44:11,Messenger,1,LMAO!,172,643
87,2023-02-18,17:50:10,SnapChat,1,LOL,703,696
88,2023-03-03,03:37:06,Slack,0,5 days to go!,908,971
89,2023-03-15,04:46:10,Messenger,1,Hey!,455,487
90,2023-03-30,11:33:46,Messenger,1,LMAO!,762,499
91,2023-02-04,16:44:39,WhatsApp,0,Hey!,81,158
92,2023-03-30,16:59:20,SnapChat,0,What's up?,643,405
93,2023-01-29,21:18:05,Discord,1,Good luck on the interview!,500,141
94,2023-01-30,15:26:04,SnapChat,0,OMG!,69,919
95,2023-03-12,02:40:28,Discord,1,"Hey girl, what's cooking?",427,904
96,2023-03-30,08:34:17,Discord,1,Sup bro?,779,94
97,2023-02-28,21:43:54,WhatsApp,0,Sup bro?,295,966
98,2023-02-16,01:48:11,Discord,0,LMAO!,123,253
99,2023-03-24,19:29:47,Messenger,1,I hate this app.,489,703
100,2023-01-01,19:22:57,WhatsApp,0,How are you??,138,674
101,2023-03-07,18:42:28,Discord,0,The kids are at school rn…,639,999
102,2023-03-22,13:25:32,Discord,1,Could you pick up some milk on your way home?,837,887
103,2023-03-19,05:02:47,SnapChat,1,I love you!,444,698
104,2023-03-23,22:51:57,WhatsApp,1,"Hey girl, what's cooking?",653,557
105,2023-02-02,08:21:39,SnapChat,1,LOL,962,892
106,2023-02-03,17:36:14,Discord,0,5 days to go!,631,467
107,2023-01-17,02:39:07,Slack,0,LOL,102,656
108,2023-03-08,13:22:53,Messenger,1,I hate this app.,667,8
109,2023-01-12,08:25:55,WhatsApp,0,The dog got stuck on the roof again…,672,928
110,2023-01-18,12:47:41,SnapChat,0,Good job at work today!,984,826
111,2023-03-14,09:46:00,SnapChat,0,I hate this app.,675,985
112,2023-01-01,18:32:05,Discord,1,Hey!,328,489
113,2023-02-19,02:23:55,WhatsApp,1,I love you!,385,48
114,2023-01-01,16:40:40,WhatsApp,0,I'm thinking about you :),375,963
115,2023-03-10,01:01:35,SnapChat,1,ROLF,551,783
116,2023-01-26,16:01:51,SnapChat,0,OMG!,177,96
117,2023-03-16,19:43:54,Discord,1,I love you!,623,230
118,2023-03-11,10:42:28,WhatsApp,0,ROLF,916,571
119,2023-01-10,21:34:44,Slack,0,The kids are at school rn…,846,855
120,2023-01-11,19:51:40,Discord,1,I'm thinking about you :),933,52
121,2023-01-15,18:38:54,SnapChat,0,Hey!,180,66
122,2023-01-24,23:50:25,Slack,0,Be careful!,726,451
123,2023-01-15,16:35:12,SnapChat,0,Could you pick up some milk on your way home?,672,901
124,2023-01-27,17:30:33,WhatsApp,1,Be careful!,528,277
125,2023-01-03,04:54:29,Discord,0,The kids are at school rn…,516,793
126,2023-03-19,19:09:02,Messenger,1,OMG!,54,932
127,2023-03-05,02:16:21,SnapChat,0,Good job at work today!,408,527
128,2023-01-29,16:56:03,Slack,1,Could you pick up some milk on your way home?,224,592
129,2023-01-24,04:17:23,Discord,1,OMG!,855,88
130,2023-02-24,21:09:39,Discord,0,Good job at work today!,772,551
131,2023-02-23,08:41:06,SnapChat,1,LMAO!,686,111
132,2023-01-30,23:52:26,Slack,1,Could you pick up some milk on your way home?,141,771
133,2023-03-24,21:45:18,Messenger,1,OMG!,210,540
134,2023-03-08,03:29:25,Slack,1,LOL,698,820
135,2023-03-17,09:54:24,SnapChat,0,LOL,283,29
136,2023-03-08,22:57:57,Discord,0,Good job at work today!,413,51
137,2023-01-31,19:56:45,Slack,1,OMG!,629,781
138,2023-01-01,21:36:45,SnapChat,1,OMG!,586,774
139,2023-03-18,19:52:48,Messenger,1,Hey!,830,585
140,2023-02-18,21:53:20,SnapChat,1,I hate this app.,925,535
141,2023-01-15,06:28:51,WhatsApp,0,Where is the butter again?,185,687
142,2023-01-24,10:50:08,SnapChat,1,Why are you so rude?,893,95
143,2023-01-30,16:38:41,SnapChat,1,I hate this app.,273,439
144,2023-03-13,12:29:42,WhatsApp,1,Could you pick up some milk on your way home?,831,984
145,2023-02-03,20:42:20,SnapChat,0,How are you??,340,535
146,2023-01-05,00:02:13,SnapChat,1,Where is the butter again?,879,80
147,2023-03-11,04:11:00,WhatsApp,1,Sup bro?,294,919
148,2023-01-17,14:41:24,Slack,0,I love you!,772,921
149,2023-03-12,21:09:55,SnapChat,0,I hate this app.,283,355
150,2023-01-05,01:43:20,SnapChat,1,I'm thinking about you :),639,23
151,2023-01-18,21:23:49,SnapChat,1,The dog got stuck on the roof again…,477,237
152,2023-01-14,07:07:30,SnapChat,1,The kids are at school rn…,345,570
153,2023-01-24,23:39:01,Slack,0,LOL,393,245
154,2023-03-22,02:20:10,Slack,1,LOL,213,455
155,2023-02-27,18:52:34,Messenger,0,Could you pick up some milk on your way home?,316,723
156,2023-03-30,05:47:30,SnapChat,1,LMAO!,848,559
157,2023-02-07,14:35:26,Messenger,1,Why are you so rude?,941,998
158,2023-03-12,15:51:55,WhatsApp,0,Hey!,734,256
159,2023-01-04,13:15:41,Discord,0,LMAO!,501,592
160,2023-01-17,19:15:15,Messenger,0,I love you!,830,524
161,2023-02-06,03:17:18,WhatsApp,1,What's up?,622,855
162,2023-02-20,13:06:58,Discord,0,I'm thinking about you :),848,399
163,2023-01-09,12:01:17,WhatsApp,0,I hate this app.,537,618
164,2023-03-25,17:00:41,Discord,0,I'm thinking about you :),547,369
165,2023-02-19,00:52:28,Discord,1,The kids are at school rn…,563,55
166,2023-03-06,08:46:17,SnapChat,0,I'm thinking about you :),964,78
167,2023-03-13,13:46:23,SnapChat,1,I love you!,328,667
168,2023-01-31,05:22:54,WhatsApp,1,5 days to go!,830,612
169,2023-02-13,08:12:50,Discord,0,5 days to go!,906,906
170,2023-02-24,00:28:14,Messenger,1,Where is the butter again?,287,779
171,2023-02-11,00:16:57,Slack,0,"Hey girl, what's cooking?",508,449
172,2023-01-07,18:07:06,Discord,1,I hate this app.,23,617
173,2023-03-23,09:29:19,Messenger,0,Why are you so rude?,787,772
174,2023-03-30,11:01:14,WhatsApp,0,"Hey girl, what's cooking?",177,618
175,2023-02-07,04:29:41,Slack,1,I'm thinking about you :),414,740
176,2023-03-10,19:02:27,Slack,0,Why are you so rude?,837,815
177,2023-03-31,23:49:28,SnapChat,0,Could you pick up some milk on your way home?,651,477
178,2023-04-01,14:51:02,Discord,0,Where is the butter again?,728,36
179,2023-01-19,14:26:54,WhatsApp,1,Be careful!,990,177
180,2023-04-01,05:30:38,WhatsApp,0,Sup bro?,821,123
181,2023-03-15,23:25:51,Slack,0,Could you pick up some milk on your way home?,182,497
182,2023-03-21,16:09:53,Slack,0,Could you pick up some milk on your way home?,706,724
183,2023-02-17,13:38:01,WhatsApp,0,How are you??,778,447
184,2023-01-01,14:33:40,Discord,1,Be careful!,228,475
185,2023-02-13,21:40:57,Discord,1,Hey!,473,200
186,2023-03-13,20:47:24,Messenger,1,Sup bro?,119,338
187,2023-01-09,05:57:52,WhatsApp,1,Hey!,584,384
188,2023-03-07,16:23:14,Discord,1,Where is the butter again?,988,586
189,2023-01-05,16:56:55,Slack,1,Could you pick up some milk on your way home?,562,75
190,2023-01-20,21:08:16,Slack,1,LOL,520,408
191,2023-01-30,01:00:12,Slack,0,I love you!,643,756
192,2023-02-28,03:20:16,WhatsApp,1,Be careful!,988,328
193,2023-04-01,01:55:05,SnapChat,1,"Hey girl, what's cooking?",418,36
194,2023-01-08,02:13:40,Discord,1,I love you!,926,399
195,2023-03-30,23:15:36,Discord,0,OMG!,672,109
196,2023-02-07,20:33:06,Slack,1,I hate this app.,734,220
197,2023-01-17,03:40:58,Discord,1,What's up?,93,399
198,2023-03-19,09:04:58,Slack,1,The kids are at school rn…,36,839
199,2023-01-04,18:28:02,WhatsApp,0,"Hey girl, what's cooking?",450,415
200,2023-02-24,23:06:05,Discord,1,5 days to go!,295,270
201,2023-03-17,01:30:58,SnapChat,1,The kids are at school rn…,837,924
202,2023-02-14,09:45:26,SnapChat,0,Where is the butter again?,342,966
203,2023-02-02,20:28:06,SnapChat,1,Good luck on the interview!,341,994
204,2023-02-12,12:01:46,Messenger,1,I'm thinking about you :),158,779
205,2023-02-09,13:38:38,Discord,1,LOL,303,387
206,2023-02-27,21:23:13,Discord,1,Good job at work today!,310,771
207,2023-03-29,17:21:40,WhatsApp,1,5 days to go!,240,555
208,2023-03-05,01:11:21,Discord,0,5 days to go!,675,437
209,2023-02-26,23:06:31,Messenger,0,Where is the butter again?,435,663
210,2023-02-18,11:17:54,SnapChat,0,Why are you so rude?,207,908
211,2023-03-04,21:47:29,WhatsApp,1,Good luck on the interview!,983,89
212,2023-01-28,20:59:07,Slack,0,Good job at work today!,256,177
213,2023-03-20,07:53:24,WhatsApp,1,LOL,792,894
214,2023-03-18,02:17:22,Discord,0,Where is the butter again?,995,233
215,2023-01-05,09:13:18,SnapChat,0,ROLF,532,23
216,2023-01-09,12:27:59,Messenger,1,LOL,754,845
217,2023-03-10,13:10:42,Slack,0,Good job at work today!,218,645
218,2023-03-18,11:33:12,WhatsApp,0,Good luck on the interview!,160,281
219,2023-02-18,11:09:51,Discord,0,Sup bro?,923,502
220,2023-02-14,09:05:41,Slack,0,OMG!,440,486
221,2023-02-26,20:39:51,SnapChat,1,I'm thinking about you :),621,906
222,2023-02-14,05:26:54,WhatsApp,0,Good job at work today!,783,887
223,2023-02-21,14:53:34,Slack,0,The kids are at school rn…,793,497
224,2023-01-04,10:44:37,Slack,0,OMG!,375,285
225,2023-01-18,14:16:51,Slack,1,LOL,631,484
226,2023-01-27,06:39:15,Messenger,0,Good job at work today!,346,470
227,2023-01-10,17:35:54,WhatsApp,1,I love you!,202,347
228,2023-01-24,23:07:35,WhatsApp,1,Good luck on the interview!,720,934
229,2023-03-20,11:02:13,Messenger,0,Where is the butter again?,437,564
230,2023-02-25,06:58:03,WhatsApp,1,I'm thinking about you :),210,413
231,2023-03-12,14:29:14,Discord,0,Be careful!,666,430
232,2023-03-05,09:29:10,SnapChat,0,Good luck on the interview!,960,571
233,2023-01-27,04:01:50,WhatsApp,0,LOL,500,740
234,2023-02-09,00:58:52,WhatsApp,0,Good job at work today!,475,48
235,2023-02-21,18:18:16,Messenger,0,The kids are at school rn…,557,846
236,2023-02-11,23:37:35,SnapChat,0,What's up?,889,984
237,2023-02-07,14:11:31,Slack,1,Why are you so rude?,118,464
238,2023-01-23,18:16:24,Messenger,1,How are you??,652,223
239,2023-02-17,18:50:29,SnapChat,0,The kids are at school rn…,357,461
240,2023-03-03,19:54:29,WhatsApp,0,Why are you so rude?,164,228
241,2023-03-08,21:05:44,Messenger,0,Good job at work today!,433,547
242,2023-02-22,02:57:56,Messenger,1,Could you pick up some milk on your way home?,416,384
243,2023-03-18,20:26:05,Discord,1,Why are you so rude?,941,848
244,2023-01-09,22:31:01,WhatsApp,0,I hate this app.,676,749
245,2023-01-11,01:22:59,Messenger,0,I hate this app.,245,582
246,2023-02-14,14:58:21,SnapChat,0,LMAO!,357,679
247,2023-01-12,11:13:09,Discord,1,I'm thinking about you :),174,477
248,2023-02-10,09:44:38,WhatsApp,0,5 days to go!,36,754
249,2023-03-30,11:45:09,Slack,1,How are you??,698,76
250,2023-02-17,02:55:15,Slack,1,How are you??,977,395
251,2023-03-31,19:15:15,Slack,0,I hate this app.,56,342
252,2023-01-30,08:26:24,WhatsApp,1,I hate this app.,200,216
253,2023-01-03,13:00:33,Discord,1,Good job at work today!,891,726
254,2023-01-10,17:13:54,Slack,0,Could you pick up some milk on your way home?,399,949
255,2023-03-02,04:37:04,Slack,1,Could you pick up some milk on your way home?,223,715
256,2023-03-04,18:06:57,SnapChat,0,OMG!,807,181
257,2023-02-03,18:00:40,Messenger,0,LMAO!,748,644
258,2023-02-07,21:20:44,SnapChat,1,How are you??,645,384
259,2023-02-21,22:23:07,Discord,0,What's up?,48,81
260,2023-01-12,14:38:45,SnapChat,1,5 days to go!,97,883
261,2023-01-26,07:03:38,Messenger,1,I love you!,424,584
262,2023-02-23,00:59:29,Discord,1,I hate this app.,422,731
263,2023-01-21,19:32:16,WhatsApp,0,LOL,645,878
264,2023-01-02,23:49:02,WhatsApp,0,LMAO!,479,596
265,2023-02-06,08:55:01,Slack,1,Where is the butter again?,243,309
266,2023-01-07,10:12:14,Discord,0,How are you??,499,870
267,2023-01-27,09:06:31,Messenger,0,The dog got stuck on the roof again…,442,513
268,2023-02-05,10:36:53,SnapChat,1,Sup bro?,627,869
269,2023-03-27,05:24:15,Slack,0,"Hey girl, what's cooking?",923,78
270,2023-03-21,01:12:03,Messenger,1,Hey!,878,114
271,2023-02-15,16:47:50,Slack,1,What's up?,247,202
272,2023-03-30,23:48:06,SnapChat,0,I hate this app.,781,553
273,2023-01-20,07:46:00,SnapChat,0,I'm thinking about you :),748,221
274,2023-02-28,15:14:37,WhatsApp,0,How are you??,921,625
275,2023-02-22,08:42:24,SnapChat,0,The kids are at school rn…,810,540
276,2023-01-12,23:05:27,Messenger,0,The dog got stuck on the roof again…,347,655
277,2023-01-07,05:42:34,SnapChat,1,How are you??,477,876
278,2023-02-20,23:43:43,SnapChat,0,Why are you so rude?,650,449
279,2023-02-05,03:02:34,Slack,1,Why are you so rude?,113,177
280,2023-01-18,15:22:09,Discord,0,Sup bro?,76,669
281,2023-01-14,10:11:53,Discord,1,I love you!,566,218
282,2023-01-12,07:41:51,Messenger,1,The dog got stuck on the roof again…,894,705
283,2023-02-04,13:03:29,Messenger,1,I hate this app.,484,471
284,2023-03-30,08:22:30,SnapChat,0,ROLF,441,342
285,2023-03-11,08:40:32,WhatsApp,1,"Hey girl, what's cooking?",695,384
286,2023-02-15,23:41:44,Slack,1,LOL,377,697
287,2023-02-28,21:34:40,WhatsApp,0,Hey!,934,592
288,2023-01-10,04:40:19,Messenger,0,Be careful!,303,584
289,2023-01-18,01:44:23,WhatsApp,0,5 days to go!,109,948
290,2023-02-24,08:55:38,WhatsApp,1,OMG!,23,948
291,2023-03-08,09:42:40,Slack,0,I love you!,342,780
292,2023-03-30,10:24:00,Messenger,0,LOL,235,93
293,2023-01-14,05:41:29,SnapChat,1,LOL,652,51
294,2023-02-05,06:59:47,Slack,0,5 days to go!,123,886
295,2023-02-19,21:20:29,SnapChat,0,Could you pick up some milk on your way home?,359,357
296,2023-02-16,03:26:56,WhatsApp,0,Sup bro?,908,395
297,2023-03-10,14:43:44,WhatsApp,0,Good luck on the interview!,23,612
298,2023-01-14,06:17:38,WhatsApp,0,The dog got stuck on the roof again…,818,497
299,2023-03-04,11:30:13,WhatsApp,1,What's up?,395,663
300,2023-03-08,03:47:20,Slack,1,5 days to go!,925,369
301,2023-01-02,04:56:58,SnapChat,0,What's up?,834,772
302,2023-02-28,14:50:16,Messenger,0,Hey!,415,42
303,2023-01-23,02:44:32,Slack,0,Hey!,861,753
304,2023-01-12,13:44:09,SnapChat,0,How are you??,47,354
305,2023-03-21,19:02:50,Slack,0,I love you!,427,878
306,2023-03-12,06:27:12,Discord,1,The kids are at school rn…,194,464
307,2023-01-05,19:17:50,Slack,0,I love you!,393,301
308,2023-03-03,10:00:17,Discord,0,OMG!,777,566
309,2023-01-12,05:42:02,Messenger,1,Hey!,335,676
310,2023-02-08,15:53:31,Discord,0,Good job at work today!,496,597
311,2023-02-02,21:18:37,Messenger,0,Hey!,631,630
312,2023-03-22,03:23:34,Discord,0,Hey!,176,797
313,2023-01-05,07:38:28,Discord,0,The dog got stuck on the roof again…,591,101
314,2023-03-29,02:53:52,SnapChat,1,ROLF,801,246
315,2023-01-06,12:01:56,Slack,1,I love you!,23,729
316,2023-02-12,09:39:44,Discord,0,The kids are at school rn…,71,138
317,2023-01-27,22:01:29,Discord,1,Be careful!,354,722
318,2023-02-11,20:20:52,Discord,1,I'm thinking about you :),639,816
319,2023-03-30,07:47:31,Slack,1,Hey!,57,449
320,2023-02-03,22:52:53,WhatsApp,0,5 days to go!,273,347
321,2023-02-10,06:29:24,Slack,1,The dog got stuck on the roof again…,352,569
322,2023-03-30,08:53:28,WhatsApp,0,Good luck on the interview!,371,243
323,2023-03-24,06:27:37,Discord,0,The kids are at school rn…,921,506
324,2023-02-04,07:22:06,Discord,0,Why are you so rude?,660,714
325,2023-01-02,20:35:43,Discord,0,The dog got stuck on the roof again…,570,741
326,2023-03-20,00:36:06,SnapChat,0,I love you!,827,271
327,2023-01-27,21:17:01,WhatsApp,1,Could you pick up some milk on your way home?,650,245
328,2023-03-07,21:31:26,WhatsApp,1,ROLF,542,479
329,2023-03-18,11:30:47,Discord,0,Why are you so rude?,794,454
330,2023-03-24,05:51:40,SnapChat,1,I'm thinking about you :),779,48
331,2023-01-01,08:42:25,WhatsApp,1,I'm thinking about you :),565,221
332,2023-02-06,22:44:08,WhatsApp,0,The dog got stuck on the roof again…,793,617
333,2023-01-13,07:49:25,Slack,0,I'm thinking about you :),202,440
334,2023-02-17,03:08:10,Slack,1,What's up?,893,932
335,2023-01-24,14:54:18,Slack,1,Could you pick up some milk on your way home?,934,378
336,2023-03-20,09:48:37,Discord,0,I hate this app.,974,913
337,2023-03-11,16:06:08,SnapChat,1,LMAO!,309,974
338,2023-02-12,12:34:12,Discord,0,Good luck on the interview!,93,888
339,2023-03-15,11:50:58,Slack,1,The dog got stuck on the roof again…,913,703
340,2023-02-20,23:24:04,Discord,1,"Hey girl, what's cooking?",9,513
341,2023-01-27,22:27:42,Messenger,0,What's up?,924,999
342,2023-01-28,10:49:35,SnapChat,0,Where is the butter again?,43,169
343,2023-03-12,14:56:17,Slack,0,Could you pick up some milk on your way home?,527,519
344,2023-01-08,13:26:08,SnapChat,1,Could you pick up some milk on your way home?,781,970
345,2023-01-13,03:59:45,WhatsApp,0,LMAO!,123,835
346,2023-01-07,17:00:45,SnapChat,0,I love you!,18,201
347,2023-02-22,21:41:52,Messenger,1,Good job at work today!,138,176
348,2023-03-03,12:27:05,SnapChat,0,Hey!,8,475
349,2023-03-10,01:40:21,Slack,1,I hate this app.,964,437
350,2023-01-28,21:07:02,Discord,0,Good luck on the interview!,685,60
351,2023-01-18,14:52:44,SnapChat,1,The dog got stuck on the roof again…,962,482
352,2023-02-15,05:31:03,Slack,1,I hate this app.,28,528
353,2023-03-23,13:58:41,SnapChat,1,I hate this app.,355,714
354,2023-01-05,07:38:36,WhatsApp,1,"Hey girl, what's cooking?",401,294
355,2023-03-12,16:24:43,WhatsApp,1,How are you??,864,440
356,2023-02-28,05:26:47,Slack,0,Where is the butter again?,888,734
357,2023-01-30,01:22:02,Discord,1,I hate this app.,243,722
358,2023-02-12,06:51:47,Discord,0,The kids are at school rn…,243,393
359,2023-02-11,06:36:40,WhatsApp,1,The kids are at school rn…,30,251
360,2023-01-20,01:25:26,WhatsApp,1,The dog got stuck on the roof again…,270,451
361,2023-02-24,09:21:55,WhatsApp,1,Why are you so rude?,973,506
362,2023-02-08,04:32:21,Slack,1,The kids are at school rn…,729,892
363,2023-01-17,09:18:55,Discord,0,Where is the butter again?,922,364
364,2023-01-07,20:03:13,SnapChat,0,I hate this app.,240,493
365,2023-02-08,13:08:10,Discord,1,Why are you so rude?,573,719
366,2023-03-31,00:13:46,WhatsApp,1,OMG!,262,993
367,2023-03-19,04:07:45,WhatsApp,0,LMAO!,125,525
368,2023-02-14,05:44:19,WhatsApp,0,ROLF,555,864
369,2023-03-04,23:11:34,Messenger,1,The dog got stuck on the roof again…,198,472
370,2023-01-06,00:31:41,Discord,1,What's up?,447,844
371,2023-03-13,05:40:07,SnapChat,0,"Hey girl, what's cooking?",239,577
372,2023-01-07,00:04:51,WhatsApp,1,I'm thinking about you :),909,535
373,2023-01-05,17:06:58,SnapChat,0,I love you!,622,734
374,2023-03-19,08:55:36,Messenger,1,The dog got stuck on the roof again…,28,338
375,2023-02-23,01:25:15,Slack,1,LMAO!,706,472
376,2023-01-14,10:29:49,WhatsApp,0,Where is the butter again?,563,2
377,2023-03-28,15:01:57,Messenger,1,I love you!,592,114
378,2023-03-01,10:10:07,Discord,1,Good job at work today!,371,378
379,2023-02-25,18:05:18,Messenger,1,How are you??,119,618
380,2023-02-23,00:41:51,Discord,0,Where is the butter again?,772,473
381,2023-03-21,11:37:13,Discord,0,LOL,215,42
382,2023-01-13,20:34:46,Slack,1,How are you??,155,488
383,2023-03-12,08:03:07,Slack,1,Hey!,696,734
384,2023-02-02,16:51:08,Slack,1,Good luck on the interview!,418,913
385,2023-01-04,09:35:20,WhatsApp,1,Where is the butter again?,646,441
386,2023-02-13,13:12:25,Messenger,0,5 days to go!,921,30
387,2023-01-09,03:11:04,Messenger,1,OMG!,501,948
388,2023-03-02,15:04:02,Messenger,1,Could you pick up some milk on your way home?,320,354
389,2023-03-12,18:08:13,WhatsApp,0,OMG!,174,866
390,2023-01-31,01:49:28,SnapChat,1,Where is the butter again?,544,517
391,2023-04-01,04:26:34,Slack,1,ROLF,915,553
392,2023-02-28,06:46:16,Discord,0,Could you pick up some milk on your way home?,685,294
393,2023-03-05,19:57:58,SnapChat,1,What's up?,48,339
394,2023-02-08,09:30:30,Slack,1,Hey!,801,123
395,2023-02-02,07:16:11,WhatsApp,0,Hey!,823,809
396,2023-03-05,23:08:53,SnapChat,0,How are you??,535,669
397,2023-01-16,12:29:40,WhatsApp,0,What's up?,899,696
398,2023-02-14,02:11:48,Discord,1,5 days to go!,339,111
399,2023-02-26,04:03:31,Discord,1,LOL,84,737
400,2023-01-30,10:31:44,SnapChat,1,Could you pick up some milk on your way home?,377,96
401,2023-01-09,14:42:59,Messenger,0,The dog got stuck on the roof again…,835,220
402,2023-02-19,13:38:35,Discord,0,Be careful!,920,401
403,2023-02-08,15:22:11,Messenger,1,Where is the butter again?,137,143
404,2023-01-11,16:15:24,SnapChat,1,Good luck on the interview!,441,316
405,2023-01-30,21:51:44,Slack,1,Hey!,308,627
406,2023-03-18,19:05:47,WhatsApp,0,ROLF,434,657
407,2023-03-23,16:56:16,SnapChat,0,Be careful!,941,408
408,2023-02-18,14:07:43,Discord,1,LOL,89,620
