message_id,send_date,send_time,content,sender_id,receiver_id
211,2023-03-12,20:37:33,Hey!,624,94
212,2023-01-11,08:20:16,Yikes…,816,446
213,2023-01-10,18:17:54,"Hey Siri, text Madeline.",597,780
214,2023-01-05,12:49:18,Have you seen my keys?,707,724
215,2023-03-23,20:41:46,Sup bro?,418,478
216,2023-02-19,12:20:43,U good?,512,318
217,2023-01-27,20:29:03,OMG!,606,953
218,2023-03-06,09:01:09,Pick up your mess next time!,594,986
219,2023-03-08,09:41:45,Congrats on the new baby!,958,484
220,2023-02-28,02:53:26,Whatcha doin?,707,922
221,2023-01-24,03:23:50,What do you mean?,822,423
222,2023-01-30,17:32:30,Pick up your mess next time!,642,665
223,2023-03-21,22:08:19,Pick up your mess next time!,706,732
224,2023-02-11,23:53:09,What's Up?,158,801
225,2023-03-08,13:01:41,Yikes…,133,795
226,2023-01-31,17:08:51,Can you pick up milk on your way home?,367,447
227,2023-02-16,05:28:33,Hey!,806,232
228,2023-01-16,20:29:27,:),191,898
229,2023-02-12,13:29:02,OMG!,340,724
230,2023-02-15,07:26:17,LMAO,561,320
231,2023-03-27,22:57:40,OMG!,34,541
232,2023-02-11,23:30:27,OMG!,824,444
233,2023-03-04,07:06:48,Congrats on the new baby!,955,904
234,2023-02-26,14:46:34,ROLF!,691,301
235,2023-01-23,09:10:57,Can we talk?,388,739
236,2023-02-17,15:23:28,Oof that's gotta hurt,113,401
237,2023-01-23,07:05:01,Congrats on the new baby!,58,569
238,2023-03-09,19:25:27,The cat is stuck in the garage!,503,77
239,2023-01-12,02:03:41,Oof that's gotta hurt,241,617
240,2023-03-11,20:52:51,"Hey Siri, text Madeline.",222,50
241,2023-02-24,06:25:52,Have you seen my keys?,492,756
242,2023-01-02,14:10:29,Have you seen my keys?,208,872
243,2023-02-19,02:04:26,Have you seen my keys?,67,235
244,2023-01-13,10:34:26,:),966,757
245,2023-02-03,01:49:14,Sup bro?,644,829
246,2023-01-13,03:07:08,Yikes…,765,53
247,2023-03-16,07:20:30,Congrats on the new baby!,254,823
248,2023-03-19,13:00:53,Pick up your mess next time!,254,836
249,2023-03-13,14:52:32,The cat is stuck in the garage!,477,945
250,2023-01-06,14:03:42,Congrats on the new baby!,529,587
251,2023-01-22,15:20:12,OMG!,383,119
252,2023-02-17,21:01:39,Yikes…,30,781
253,2023-03-16,13:20:58,LMAO,645,993
254,2023-03-10,22:06:12,OMG!,383,839
255,2023-01-30,16:55:03,Shut up grandma!,103,442
256,2023-03-27,02:52:33,The cat is stuck in the garage!,635,760
257,2023-02-20,16:33:23,LOL,812,412
258,2023-03-28,09:16:30,The cat is stuck in the garage!,687,703
259,2023-01-24,21:57:43,LOL,460,646
260,2023-01-29,10:27:52,Can we talk?,995,396
261,2023-03-16,22:20:37,LOL,624,107
262,2023-03-27,03:15:19,U good?,761,778
263,2023-02-13,18:09:36,Yikes…,781,308
264,2023-02-19,00:05:31,Sup bro?,763,103
265,2023-02-19,06:30:45,"Hey girl, hey!",925,193
266,2023-02-12,02:34:01,Pick up your mess next time!,708,3
267,2023-01-18,02:37:40,What's Up?,885,548
268,2023-01-11,15:36:28,Whatcha doin?,763,960
269,2023-03-12,01:55:25,ROLF!,474,626
270,2023-01-03,21:09:39,Pick up your mess next time!,891,838
271,2023-03-04,04:20:44,U good?,398,76
272,2023-01-25,18:26:13,U good?,348,728
273,2023-02-25,16:51:57,LMAO,505,503
274,2023-01-18,13:01:49,The cat is stuck in the garage!,374,435
275,2023-03-22,04:00:56,What's Up?,518,856
276,2023-02-10,16:50:08,Oof that's gotta hurt,160,625
277,2023-02-21,18:37:31,ROLF!,667,835
278,2023-01-16,07:11:38,"Hey girl, hey!",514,22
279,2023-01-29,23:31:43,What's Up?,845,323
280,2023-03-18,06:42:08,I think you should get a job.,544,104
281,2023-02-02,22:49:47,Whatcha doin?,682,227
282,2023-01-04,14:36:31,Hey!,177,88
283,2023-03-16,14:13:47,Shut up grandma!,154,397
284,2023-02-26,13:29:54,ROLF!,748,581
285,2023-03-11,22:57:12,Can we talk?,814,535
286,2023-01-01,05:15:17,U good?,349,284
287,2023-01-27,13:04:48,Shut up grandma!,365,710
288,2023-01-07,08:58:12,:),549,663
289,2023-01-03,20:03:48,ROLF!,64,284
290,2023-03-20,15:37:26,Have you seen my keys?,131,519
291,2023-02-23,16:25:06,Whatcha doin?,775,631
292,2023-01-11,12:35:46,Shut up grandma!,873,435
293,2023-01-04,21:32:43,I love you!,563,148
294,2023-02-18,14:48:41,The cat is stuck in the garage!,457,674
295,2023-01-22,18:13:23,I think you should get a job.,859,703
296,2023-01-15,04:25:26,"Hey Siri, text Madeline.",89,872
297,2023-03-24,14:04:03,Oof that's gotta hurt,473,429
298,2023-03-19,10:51:16,ROLF!,246,515
299,2023-02-19,20:32:46,Congrats on the new baby!,17,644
300,2023-01-20,23:22:52,LMAO,482,76
301,2023-02-12,09:56:59,Shut up grandma!,86,295
302,2023-03-21,21:44:52,"Hey Siri, text Madeline.",479,618
303,2023-02-17,15:03:11,The cat is stuck in the garage!,44,389
304,2023-03-22,16:50:05,I think you should get a job.,677,922
305,2023-02-14,01:03:45,Shut up grandma!,117,389
306,2023-03-03,03:57:11,Whatcha doin?,792,682
307,2023-01-10,13:18:15,Can you pick up milk on your way home?,954,976
308,2023-03-17,12:43:35,ROLF!,987,655
309,2023-01-24,13:54:31,Congrats on the new baby!,836,931
310,2023-02-04,08:24:57,Please do the dishes!,685,274
311,2023-03-25,10:17:30,Can we talk?,361,372
312,2023-02-19,09:20:20,Hey!,156,168
313,2023-02-04,18:27:16,"Hey Siri, text Madeline.",190,367
314,2023-01-23,12:47:30,Can we talk?,915,951
315,2023-03-22,21:34:21,The cat is stuck in the garage!,19,656
316,2023-01-07,00:23:05,Hey!,462,570
317,2023-01-30,13:08:06,LOL,636,24
318,2023-02-16,12:51:58,"Hey Siri, text Madeline.",2,445
319,2023-03-17,22:44:50,LMAO,628,394
320,2023-03-28,03:37:29,LMAO,227,963
321,2023-02-03,16:55:36,Whatcha doin?,65,188
322,2023-02-02,00:53:28,I think you should get a job.,384,853
323,2023-01-15,21:03:32,I think you should get a job.,358,537
324,2023-03-06,17:00:33,Pick up your mess next time!,836,304
325,2023-01-07,12:18:15,LMAO,809,724
326,2023-03-30,07:16:21,U good?,825,105
327,2023-02-03,16:21:52,:),692,273
328,2023-01-28,07:45:48,I love you!,629,838
329,2023-02-21,14:58:52,Whatcha doin?,670,319
330,2023-03-30,20:09:13,OMG!,395,513
331,2023-01-30,16:32:46,OMG!,104,534
332,2023-02-02,20:23:12,"Hey girl, hey!",127,443
333,2023-03-25,19:13:09,Have you seen my keys?,557,207
334,2023-02-12,06:12:58,Have you seen my keys?,700,824
335,2023-01-12,07:26:43,I think you should get a job.,740,817
336,2023-02-25,11:06:58,OMG!,418,965
337,2023-01-29,07:54:29,LMAO,938,449
338,2023-03-19,01:06:17,"Hey Siri, text Madeline.",787,532
339,2023-01-05,18:10:06,"Hey Siri, text Madeline.",87,723
340,2023-04-01,06:10:44,I love you!,768,616
341,2023-02-09,03:42:23,Sup bro?,573,977
342,2023-01-29,13:34:34,Pick up your mess next time!,475,544
343,2023-03-28,09:09:39,:),654,522
344,2023-02-08,12:16:51,Can we talk?,601,575
345,2023-01-23,22:50:31,"Hey girl, hey!",608,366
346,2023-01-24,02:38:28,"Hey Siri, text Madeline.",147,261
347,2023-01-15,13:30:27,Congrats on the new baby!,691,624
348,2023-03-16,14:24:00,Sup bro?,623,929
349,2023-03-14,00:00:24,Have you seen my keys?,456,441
350,2023-03-15,17:00:51,U good?,406,176
351,2023-01-01,20:58:20,:),913,577
352,2023-03-23,23:36:36,Sup bro?,655,229
353,2023-01-28,04:44:40,What's Up?,737,824
354,2023-03-06,05:54:43,Hey!,456,197
355,2023-01-27,04:00:50,"Hey Siri, text Madeline.",36,965
356,2023-01-04,21:41:51,Oof that's gotta hurt,647,511
357,2023-03-08,18:57:11,Hey!,830,386
358,2023-02-09,09:12:04,What's Up?,234,157
359,2023-02-25,01:21:44,LOL,205,577
360,2023-03-11,16:53:18,Have you seen my keys?,855,924
361,2023-02-15,05:05:44,Congrats on the new baby!,633,695
362,2023-01-02,20:57:12,Hey!,431,494
363,2023-03-27,17:51:06,I love you!,570,251
364,2023-03-10,05:29:14,What do you mean?,271,489
365,2023-03-16,12:53:18,Please do the dishes!,603,753
366,2023-03-13,08:55:01,Yikes…,458,257
367,2023-03-22,07:47:39,OMG!,70,910
368,2023-03-14,18:16:56,Yikes…,791,920
369,2023-03-24,07:23:29,"Hey girl, hey!",691,178
370,2023-01-25,19:25:20,"Hey Siri, text Madeline.",264,924
371,2023-03-17,09:53:34,"Hey girl, hey!",164,928
372,2023-01-27,22:10:54,Oof that's gotta hurt,249,341
373,2023-01-25,11:36:28,Sup bro?,202,960
374,2023-01-05,14:22:50,Can we talk?,141,116
375,2023-03-11,15:47:18,Whatcha doin?,241,992
376,2023-02-15,22:12:26,:),121,778
377,2023-03-26,22:51:03,What's Up?,492,551
378,2023-01-14,11:51:21,I love you!,352,845
379,2023-03-05,19:12:43,Whatcha doin?,662,351
380,2023-02-24,03:06:04,Can we talk?,171,839
381,2023-01-04,01:32:14,Hey!,925,403
382,2023-02-10,21:30:08,What do you mean?,365,604
383,2023-03-22,18:35:45,What's Up?,324,614
384,2023-03-27,07:28:52,"Hey Siri, text Madeline.",882,765
385,2023-01-29,04:22:36,Can we talk?,14,313
386,2023-02-07,20:43:24,Sup bro?,861,563
387,2023-02-05,15:38:07,Whatcha doin?,945,540
388,2023-02-08,10:29:51,Whatcha doin?,355,330
389,2023-02-14,09:12:44,Have you seen my keys?,571,995
390,2023-03-05,03:20:31,Hey!,907,55
391,2023-03-27,01:08:48,:),726,837
392,2023-02-01,06:05:54,U good?,65,545
393,2023-01-24,22:33:11,:),368,576
394,2023-03-30,22:52:35,Sup bro?,154,227
395,2023-03-04,21:15:44,The cat is stuck in the garage!,975,185
396,2023-02-21,06:32:13,What do you mean?,565,967
397,2023-03-15,23:52:12,Congrats on the new baby!,116,238
398,2023-03-15,23:24:11,I love you!,641,338
399,2023-01-26,06:37:08,I love you!,200,582
400,2023-02-19,22:20:33,What's Up?,54,428
401,2023-01-06,22:12:38,Sup bro?,905,657
402,2023-02-06,16:02:12,Oof that's gotta hurt,766,870
403,2023-02-13,21:23:15,Can you pick up milk on your way home?,759,435
404,2023-03-18,16:11:49,Hey!,790,331
405,2023-01-10,16:57:59,Oof that's gotta hurt,907,191
406,2023-01-24,22:32:39,I think you should get a job.,63,412
407,2023-03-27,10:27:12,Have you seen my keys?,571,163
408,2023-01-22,09:19:50,Hey!,936,471
409,2023-02-25,00:59:56,Shut up grandma!,221,58
410,2023-01-06,12:44:55,Hey!,882,206
411,2023-02-01,14:41:50,Have you seen my keys?,239,779
412,2023-02-18,06:35:51,Have you seen my keys?,457,963
413,2023-01-25,21:22:55,Hey!,635,439
414,2023-03-17,21:57:39,:),344,392
415,2023-01-09,16:38:51,"Hey girl, hey!",403,509
416,2023-02-14,04:22:36,"Hey girl, hey!",249,282
417,2023-03-29,19:34:23,LOL,386,15
418,2023-03-07,18:29:53,"Hey Siri, text Madeline.",56,241
419,2023-03-24,23:38:49,LOL,487,457
420,2023-03-23,10:48:11,What do you mean?,386,671
421,2023-02-20,03:35:20,Shut up grandma!,339,432
422,2023-01-18,16:32:52,U good?,91,867
423,2023-02-14,12:17:07,"Hey Siri, text Madeline.",988,905
424,2023-01-02,08:58:14,Please do the dishes!,310,262
425,2023-01-12,14:03:20,LMAO,319,435
426,2023-03-04,13:26:46,LOL,73,695
427,2023-03-16,03:19:42,U good?,259,462
428,2023-01-15,22:14:42,:),26,957
429,2023-02-27,00:58:24,"Hey Siri, text Madeline.",128,194
430,2023-01-05,10:14:13,Please do the dishes!,696,734
431,2023-02-15,07:04:50,Yikes…,891,216
432,2023-01-08,22:34:39,Whatcha doin?,460,822
433,2023-01-18,07:47:34,Pick up your mess next time!,359,636
434,2023-01-11,10:19:03,Sup bro?,516,412
435,2023-01-15,08:06:54,I think you should get a job.,788,104
436,2023-03-06,14:00:50,Sup bro?,473,217
437,2023-03-18,11:12:59,Congrats on the new baby!,524,175
438,2023-01-02,16:31:31,U good?,417,593
439,2023-03-01,22:49:54,Yikes…,466,275
440,2023-02-28,07:04:03,"Hey girl, hey!",392,790
441,2023-03-15,08:23:25,Can you pick up milk on your way home?,783,476
442,2023-02-21,13:08:49,Hey!,316,710
443,2023-03-01,15:31:47,Can we talk?,766,218
444,2023-02-13,20:01:13,"Hey Siri, text Madeline.",718,647
445,2023-03-16,05:25:24,:),462,61
446,2023-01-23,13:40:44,"Hey girl, hey!",22,161
447,2023-01-06,19:11:59,ROLF!,110,355
448,2023-02-03,10:33:35,The cat is stuck in the garage!,801,263
449,2023-02-03,21:20:26,Sup bro?,165,2
450,2023-02-19,00:42:13,Hey!,729,534
451,2023-02-27,14:16:32,What's Up?,336,194
452,2023-02-17,17:10:15,ROLF!,321,757
453,2023-02-09,23:50:23,ROLF!,456,154
454,2023-01-09,00:48:41,I love you!,999,859
455,2023-02-22,03:18:58,Whatcha doin?,651,998
456,2023-02-08,17:54:28,What do you mean?,70,171
457,2023-01-21,12:07:19,Please do the dishes!,232,783
458,2023-01-24,03:17:13,Hey!,843,129
459,2023-03-22,08:34:57,Please do the dishes!,562,372
460,2023-01-07,22:42:17,U good?,911,452
461,2023-03-11,20:17:53,Can you pick up milk on your way home?,683,184
462,2023-03-25,00:50:30,Have you seen my keys?,871,637
463,2023-01-10,15:03:32,ROLF!,854,999
464,2023-01-19,19:34:07,Yikes…,257,924
465,2023-02-14,19:43:52,Shut up grandma!,100,395
466,2023-02-19,18:25:32,I think you should get a job.,687,819
467,2023-02-12,22:01:44,Have you seen my keys?,386,784
468,2023-01-18,13:44:48,OMG!,349,736
469,2023-02-03,03:42:49,Congrats on the new baby!,786,309
470,2023-01-25,23:52:45,What's Up?,456,447
471,2023-03-13,00:21:34,"Hey girl, hey!",686,591
472,2023-03-21,04:18:37,Can you pick up milk on your way home?,648,135
473,2023-03-20,10:30:08,"Hey Siri, text Madeline.",918,355
474,2023-03-04,07:58:48,What's Up?,385,417
475,2023-03-23,07:29:57,Whatcha doin?,195,734
476,2023-02-15,09:10:25,Please do the dishes!,673,599
477,2023-02-12,22:18:19,I love you!,688,658
478,2023-03-23,21:27:23,Have you seen my keys?,634,168
479,2023-01-24,00:03:55,Whatcha doin?,202,85
480,2023-01-07,20:30:12,Shut up grandma!,823,393
481,2023-01-16,20:26:15,Yikes…,198,321
482,2023-03-28,20:47:49,Can we talk?,612,964
483,2023-03-26,03:55:14,"Hey Siri, text Madeline.",479,124
484,2023-01-23,11:53:26,Shut up grandma!,15,477
485,2023-03-21,20:12:52,Pick up your mess next time!,906,251
486,2023-01-02,04:42:36,ROLF!,726,460
487,2023-02-06,02:49:02,Pick up your mess next time!,404,358
488,2023-03-24,08:25:10,Shut up grandma!,761,860
489,2023-03-23,19:23:49,Hey!,488,579
490,2023-03-07,22:04:17,Can we talk?,248,838
491,2023-02-26,10:30:11,The cat is stuck in the garage!,700,361
492,2023-03-17,09:06:08,LOL,387,873
493,2023-02-14,00:28:45,ROLF!,846,781
494,2023-03-01,20:18:41,Shut up grandma!,637,222
495,2023-02-12,11:53:25,Whatcha doin?,55,662
496,2023-02-02,03:50:43,Have you seen my keys?,942,658
497,2023-02-20,17:15:57,:),325,293
498,2023-03-05,06:32:11,LOL,241,431
499,2023-01-24,08:34:59,Can you pick up milk on your way home?,734,375
500,2023-02-25,16:04:57,What do you mean?,461,672
501,2023-01-08,23:40:23,I think you should get a job.,172,91
502,2023-01-21,22:47:18,I love you!,161,964
503,2023-03-04,09:58:37,U good?,84,907
504,2023-01-06,10:47:31,U good?,273,258
505,2023-02-22,01:55:53,Sup bro?,267,325
506,2023-03-14,18:29:51,What's Up?,295,282
507,2023-03-29,11:27:50,Can you pick up milk on your way home?,496,662
508,2023-01-21,09:02:20,The cat is stuck in the garage!,988,254
509,2023-01-04,03:55:32,LOL,559,992
510,2023-02-26,12:21:17,What do you mean?,398,20
511,2023-03-08,15:37:30,What do you mean?,272,570
512,2023-03-26,14:44:37,What do you mean?,446,706
