device_id,on_body_date,on_body_time,on_body
680,2023-03-28,20:45:21,1
163,2023-03-27,02:34:57,0
506,2023-03-15,04:43:39,1
947,2023-03-05,06:47:48,0
800,2023-02-22,21:00:56,0
896,2023-01-28,02:33:25,1
308,2023-01-17,16:52:56,0
670,2023-03-04,18:29:22,0
146,2023-03-11,17:26:03,0
619,2023-03-20,16:31:30,0
823,2023-01-04,01:15:38,1
232,2023-01-01,08:57:23,0
486,2023-01-20,21:40:54,0
352,2023-02-27,09:03:26,0
205,2023-01-08,06:00:33,0
561,2023-02-11,23:02:10,0
14,2023-01-18,07:51:12,1
731,2023-01-26,01:20:43,1
575,2023-01-04,03:09:06,0
800,2023-03-19,14:28:18,1
158,2023-01-09,20:08:39,1
258,2023-03-01,11:58:46,1
668,2023-01-11,06:26:08,0
716,2023-01-11,11:50:55,1
902,2023-01-15,20:38:26,0
545,2023-02-28,12:48:38,0
992,2023-03-18,09:52:57,0
170,2023-03-30,19:05:18,0
180,2023-01-17,14:50:10,0
144,2023-02-07,18:31:03,0
619,2023-03-21,05:44:26,0
292,2023-04-01,15:20:10,0
553,2023-01-12,13:24:13,0
880,2023-01-18,20:23:19,0
160,2023-01-27,02:03:08,0
39,2023-01-09,16:17:47,0
189,2023-02-13,06:28:35,0
529,2023-03-06,11:40:17,0
46,2023-04-01,17:37:32,1
618,2023-03-14,05:28:37,0
777,2023-01-16,00:04:51,0
901,2023-02-01,02:45:51,1
65,2023-03-08,04:18:06,1
669,2023-01-17,02:35:46,1
924,2023-01-05,06:00:38,1
146,2023-01-18,04:42:19,0
27,2023-01-13,21:46:31,1
350,2023-01-28,22:47:14,1
371,2023-03-13,11:03:11,1
154,2023-02-09,14:22:58,1
283,2023-01-14,21:18:15,1
231,2023-01-31,02:10:23,0
447,2023-03-30,21:24:55,1
590,2023-01-29,05:45:33,0
815,2023-03-26,03:24:39,1
239,2023-01-31,08:08:42,1
85,2023-02-06,06:47:16,0
437,2023-03-04,13:02:24,0
819,2023-01-19,20:37:15,0
374,2023-02-10,08:33:55,1
913,2023-02-02,20:15:57,1
933,2023-01-24,16:35:38,1
225,2023-03-01,10:38:03,1
619,2023-01-03,01:29:06,1
483,2023-02-27,04:35:15,1
326,2023-03-14,14:55:35,0
726,2023-01-26,15:00:39,0
926,2023-01-10,18:01:00,0
751,2023-02-15,01:18:58,0
292,2023-02-16,06:28:31,0
565,2023-02-08,15:05:52,1
616,2023-01-16,04:44:30,1
545,2023-01-12,04:15:08,1
76,2023-03-25,03:24:20,1
793,2023-02-12,06:44:59,0
30,2023-01-15,02:45:22,1
73,2023-03-08,15:01:51,0
535,2023-04-01,03:10:22,1
46,2023-03-13,21:45:50,0
290,2023-03-28,12:21:13,0
63,2023-01-19,04:33:27,1
362,2023-02-28,19:00:22,0
223,2023-01-30,20:14:22,0
875,2023-01-10,06:59:29,1
984,2023-03-04,17:52:41,1
619,2023-03-28,21:29:54,1
645,2023-01-16,01:44:29,1
807,2023-03-31,07:57:16,0
795,2023-03-28,04:50:59,1
135,2023-01-06,18:00:16,1
596,2023-02-04,07:45:05,0
340,2023-03-03,09:53:15,0
557,2023-03-21,12:02:04,1
217,2023-02-02,02:48:38,0
421,2023-01-30,23:54:52,0
411,2023-01-11,01:12:49,0
900,2023-01-09,17:18:44,0
714,2023-03-18,21:26:59,0
93,2023-04-01,12:18:06,1
443,2023-01-07,01:08:12,1
704,2023-01-14,01:13:40,0
299,2023-03-14,00:18:54,0
648,2023-01-05,20:33:36,1
86,2023-01-07,00:17:17,0
103,2023-02-11,04:18:04,0
991,2023-02-24,20:11:45,0
835,2023-04-01,12:54:30,1
864,2023-03-24,23:49:50,0
390,2023-01-09,17:42:19,0
274,2023-03-08,21:35:11,0
882,2023-02-20,03:40:10,1
889,2023-01-10,12:10:14,1
754,2023-01-01,06:49:47,0
520,2023-03-14,01:55:55,0
203,2023-02-25,06:42:02,0
134,2023-03-30,18:58:30,1
511,2023-01-16,19:08:03,0
385,2023-02-09,19:59:56,0
552,2023-01-01,18:12:54,0
722,2023-01-25,14:50:55,0
446,2023-02-04,02:29:53,1
81,2023-02-13,19:20:07,1
68,2023-01-30,12:38:53,0
516,2023-01-24,21:58:42,0
109,2023-02-13,03:32:29,1
102,2023-03-16,10:56:15,0
578,2023-01-12,16:25:50,0
885,2023-02-02,19:09:16,0
235,2023-03-20,22:13:24,1
357,2023-02-11,14:57:19,1
4,2023-01-07,05:41:54,1
123,2023-04-01,18:58:02,0
311,2023-01-26,13:51:49,1
381,2023-02-06,16:28:06,0
211,2023-01-19,02:47:43,1
413,2023-01-10,16:23:01,0
499,2023-01-23,23:55:06,1
377,2023-01-06,17:04:23,0
508,2023-01-19,01:00:52,1
162,2023-02-28,03:18:49,0
865,2023-03-19,02:02:22,0
659,2023-03-02,08:28:54,0
771,2023-01-28,13:14:15,0
182,2023-01-22,18:13:01,1
252,2023-02-02,10:22:13,1
489,2023-02-05,13:05:05,1
364,2023-03-01,20:54:14,0
609,2023-02-27,14:57:53,1
268,2023-02-20,12:40:50,0
654,2023-01-30,06:08:26,1
993,2023-03-08,17:48:49,1
47,2023-02-16,18:26:20,1
259,2023-03-03,10:33:25,1
392,2023-03-01,05:57:34,0
624,2023-03-12,07:50:15,0
288,2023-02-28,05:30:50,1
440,2023-03-14,05:08:19,0
46,2023-03-21,04:25:40,1
768,2023-03-03,04:40:42,0
278,2023-02-14,19:46:52,0
306,2023-01-10,00:16:33,0
974,2023-01-04,19:23:10,1
947,2023-03-07,05:32:18,0
914,2023-03-11,00:14:15,0
676,2023-03-15,18:39:41,1
960,2023-03-30,15:16:09,0
939,2023-03-13,06:51:31,0
100,2023-03-13,01:21:33,0
249,2023-03-08,08:25:07,1
746,2023-01-21,11:13:43,0
161,2023-01-21,23:05:38,1
563,2023-01-31,07:34:38,0
762,2023-03-22,09:42:12,1
408,2023-03-31,00:15:43,1
264,2023-03-12,16:57:33,1
671,2023-01-10,04:47:33,0
702,2023-03-26,06:43:43,1
814,2023-03-31,23:47:29,0
191,2023-02-03,18:14:16,1
353,2023-02-26,17:16:30,1
138,2023-02-16,16:31:22,0
83,2023-03-17,23:03:39,1
195,2023-03-17,20:18:17,0
34,2023-03-01,22:12:21,0
444,2023-03-09,06:13:45,0
322,2023-02-17,17:16:31,0
269,2023-01-01,05:46:33,1
823,2023-01-12,17:18:34,1
957,2023-03-22,13:55:41,0
208,2023-02-23,19:35:28,1
73,2023-02-22,23:12:13,0
180,2023-02-09,15:12:07,1
394,2023-01-26,09:39:17,0
964,2023-02-09,23:44:25,1
452,2023-01-15,15:22:08,1
694,2023-01-26,17:50:42,0
573,2023-02-07,23:28:59,1
136,2023-01-14,19:30:45,1
850,2023-02-11,17:37:35,1
720,2023-01-19,06:35:37,1
738,2023-02-26,15:03:16,1
519,2023-02-20,05:00:16,1
282,2023-02-12,12:04:02,0
385,2023-01-20,03:19:56,0
923,2023-03-02,07:35:38,1
827,2023-01-14,18:14:01,0
577,2023-02-04,10:47:05,0
525,2023-03-10,18:16:43,1
990,2023-01-08,03:35:08,0
815,2023-02-18,17:12:04,1
544,2023-01-24,16:50:58,0
780,2023-01-11,17:00:57,0
57,2023-03-27,01:38:59,1
36,2023-03-08,11:09:39,1
241,2023-03-18,13:22:30,0
817,2023-02-13,05:55:19,0
756,2023-01-12,13:18:14,1
65,2023-03-27,15:07:15,0
743,2023-03-27,23:09:07,1
436,2023-02-06,02:32:36,0
226,2023-02-17,19:06:25,0
524,2023-03-24,06:06:40,1
670,2023-01-19,23:37:33,0
570,2023-01-23,19:38:01,0
798,2023-02-22,20:45:32,0
131,2023-03-04,13:07:02,0
142,2023-02-19,16:35:15,1
983,2023-03-21,20:25:16,1
207,2023-02-06,13:14:47,0
94,2023-01-14,05:37:16,1
64,2023-01-08,22:35:27,1
392,2023-02-16,14:02:28,0
171,2023-01-20,23:14:07,1
990,2023-02-25,15:58:02,0
435,2023-02-23,21:30:58,0
67,2023-02-11,19:42:51,1
768,2023-02-10,03:24:42,0
195,2023-03-25,16:36:18,0
288,2023-01-05,17:17:47,0
254,2023-01-25,16:54:41,1
562,2023-03-09,06:56:18,1
84,2023-03-26,14:19:23,0
324,2023-01-05,11:16:00,1
883,2023-01-26,05:27:39,1
418,2023-02-12,11:49:59,1
598,2023-03-26,13:20:13,1
862,2023-03-16,05:26:36,1
960,2023-01-21,19:54:10,1
319,2023-02-13,14:07:31,0
312,2023-03-27,23:54:16,0
688,2023-02-16,19:11:20,0
825,2023-01-22,12:30:47,1
800,2023-03-09,01:18:07,0
658,2023-02-06,23:08:25,0
347,2023-02-26,03:12:57,1
268,2023-01-30,18:21:47,1
782,2023-01-19,01:06:07,0
399,2023-02-04,13:07:16,0
702,2023-03-22,00:43:33,1
929,2023-03-18,11:36:14,1
320,2023-02-23,03:12:02,1
554,2023-03-23,08:00:52,0
775,2023-01-28,23:01:38,1
550,2023-03-07,02:06:01,1
799,2023-03-06,05:44:00,0
328,2023-03-11,04:48:45,0
387,2023-03-02,01:43:46,1
588,2023-01-12,09:43:54,0
355,2023-02-22,08:02:28,1
865,2023-02-19,16:23:20,1
402,2023-03-28,17:57:49,1
600,2023-01-29,20:46:36,1
62,2023-03-05,19:40:59,0
176,2023-04-01,04:49:17,1
781,2023-03-29,00:22:21,0
542,2023-01-14,11:09:54,1
200,2023-01-10,19:36:17,1
975,2023-02-05,18:53:27,1
449,2023-03-12,19:39:02,0
347,2023-03-07,03:44:18,0
599,2023-01-02,14:59:01,0
967,2023-03-01,11:24:34,1
971,2023-03-02,00:14:14,1
926,2023-02-11,07:28:32,1
336,2023-02-23,21:59:19,0
927,2023-02-23,05:39:01,1
669,2023-01-21,19:12:35,1
197,2023-01-25,23:16:39,1
208,2023-02-11,05:19:23,1
654,2023-02-18,10:38:36,0
66,2023-02-23,20:27:41,1
843,2023-01-31,09:43:19,0
516,2023-03-21,05:18:34,0
729,2023-03-13,02:45:19,1
446,2023-03-09,21:52:20,1
810,2023-01-18,15:07:52,0
879,2023-03-27,20:27:11,1
894,2023-02-03,02:23:59,0
128,2023-02-20,19:51:17,1
952,2023-03-12,18:12:52,0
464,2023-01-09,06:52:11,1
758,2023-01-14,18:01:29,1
79,2023-02-14,11:23:52,0
44,2023-02-22,13:40:29,1
972,2023-02-23,03:52:33,1
542,2023-03-21,06:18:43,1
738,2023-01-24,13:32:30,1
487,2023-02-04,00:23:00,1
175,2023-02-02,13:01:34,1
891,2023-01-26,08:30:16,1
872,2023-03-29,23:59:38,1
202,2023-01-17,21:08:00,1
435,2023-01-11,01:05:06,0
734,2023-02-13,11:08:07,0
388,2023-01-12,13:38:35,0
100,2023-03-07,16:14:13,0
449,2023-02-09,02:20:41,0
542,2023-03-16,21:44:09,1
168,2023-02-03,18:08:26,0
11,2023-03-11,23:50:23,1
582,2023-02-08,08:49:04,0
621,2023-01-31,02:49:26,0
107,2023-03-01,04:22:21,1
339,2023-02-04,04:47:50,0
942,2023-03-06,05:16:49,0
212,2023-02-12,19:30:46,0
85,2023-03-31,23:18:57,1
581,2023-02-26,16:41:53,1
513,2023-02-08,07:48:19,1
542,2023-01-25,09:24:34,0
752,2023-03-11,02:55:31,0
573,2023-02-15,17:00:03,1
424,2023-03-01,21:27:32,0
284,2023-02-20,12:06:22,0
633,2023-03-21,22:36:09,1
927,2023-03-14,10:35:41,0
738,2023-03-21,14:33:54,0
918,2023-03-31,03:06:50,1
938,2023-03-26,05:15:44,1
156,2023-03-13,14:46:30,0
276,2023-02-13,15:31:27,0
59,2023-03-20,09:11:01,0
989,2023-03-01,11:06:12,1
159,2023-01-28,08:37:21,1
611,2023-04-01,07:17:35,1
351,2023-02-06,17:12:53,1
895,2023-03-29,10:41:59,1
886,2023-02-14,18:40:03,1
731,2023-03-25,00:19:22,0
744,2023-01-24,05:37:06,0
599,2023-01-23,14:10:45,0
11,2023-03-08,22:52:41,1
774,2023-03-31,04:59:42,1
172,2023-02-01,15:16:00,1
769,2023-03-04,22:54:14,1
450,2023-01-31,03:38:06,1
748,2023-01-25,07:59:36,0
801,2023-03-01,05:53:29,1
724,2023-02-19,20:55:25,1
819,2023-02-21,01:33:25,1
982,2023-02-20,07:49:42,0
230,2023-02-04,01:38:09,0
281,2023-01-14,18:05:13,1
853,2023-03-23,15:54:25,0
53,2023-03-28,06:08:50,1
339,2023-03-16,02:37:12,1
388,2023-02-08,11:44:05,1
109,2023-01-03,10:05:04,0
502,2023-03-11,01:28:58,0
677,2023-01-17,05:21:56,0
583,2023-02-08,00:04:53,0
370,2023-02-21,13:12:29,1
682,2023-01-15,17:48:08,0
17,2023-03-13,15:34:48,1
422,2023-03-17,00:41:45,0
215,2023-02-07,08:21:45,1
949,2023-03-27,16:13:03,1
567,2023-01-13,20:02:25,0
141,2023-02-19,19:39:00,0
932,2023-01-18,17:19:37,1
752,2023-01-08,22:59:09,0
909,2023-02-10,15:50:19,0
209,2023-03-27,19:14:17,1
592,2023-01-03,17:33:54,1
911,2023-01-25,10:53:21,1
808,2023-02-07,11:52:10,1
846,2023-03-24,11:26:56,0
441,2023-02-14,13:32:48,1
557,2023-03-18,23:12:02,0
237,2023-02-19,03:54:13,1
594,2023-01-22,21:42:12,0
194,2023-02-13,02:44:07,0
570,2023-03-01,05:36:34,0
636,2023-01-15,18:19:10,1
726,2023-01-15,18:58:18,0
582,2023-01-21,11:56:12,0
583,2023-01-21,05:22:55,0
448,2023-01-01,11:52:38,0
653,2023-02-13,22:32:55,0
859,2023-02-15,01:47:02,1
937,2023-03-25,10:47:07,1
944,2023-03-16,11:44:23,1
276,2023-03-09,08:14:23,1
445,2023-02-09,06:02:48,1
435,2023-02-27,23:30:42,0
616,2023-01-21,07:32:37,0
151,2023-02-19,15:51:20,1
917,2023-01-30,14:15:46,1
811,2023-02-14,10:39:40,1
889,2023-02-21,19:08:19,0
952,2023-01-20,03:01:45,1
522,2023-01-06,22:26:09,0
747,2023-01-31,19:26:43,0
572,2023-01-21,16:18:55,1
349,2023-03-10,15:28:03,1
970,2023-01-06,19:16:56,1
913,2023-02-11,04:38:33,0
847,2023-01-04,10:53:40,0
164,2023-01-24,11:28:47,0
228,2023-01-26,05:21:49,1
721,2023-01-31,22:02:05,1
634,2023-03-31,20:37:11,0
371,2023-01-08,16:50:14,0
377,2023-03-10,16:55:46,1
802,2023-03-30,21:46:08,1
349,2023-02-13,16:48:47,0
764,2023-03-25,06:51:15,1
542,2023-02-01,21:24:36,1
395,2023-03-04,18:10:26,0
920,2023-01-03,16:37:12,0
949,2023-01-21,18:29:08,0
251,2023-01-28,10:11:25,1
349,2023-02-07,12:08:56,0
994,2023-03-24,13:36:41,1
869,2023-03-08,03:01:32,1
348,2023-01-22,07:08:24,0
225,2023-01-12,00:06:44,1
137,2023-03-30,02:20:28,1
541,2023-03-31,07:54:20,1
511,2023-01-08,04:02:12,1
353,2023-03-27,03:29:01,1
924,2023-01-15,10:20:24,0
18,2023-03-03,22:23:08,1
270,2023-01-18,07:12:10,0
549,2023-03-17,10:05:54,0
